OBJECTID,FACILITYID,INSTALLDATE,HIGHELEV,INVERT,INVERTELEV,RIMELEV,CVTYPE,WALLMAT,MHTYPE,CONDITION,CUTDEPTH,FLOWDIR,LINED,GPSDATE,WATERTYPE,LOCDESC,ENABLED,ACTIVEFLAG,OWNEDBY,MAINTBY,SUMFLOW,LASTUPDATE,LASTEDITOR,geometry,ResourceID
2175,MH-2176,000000,,6,705.34,711.34,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:711.8263,True,True,Our Agency,Our Agency,,20150518121117,Esri,POINT (-88.14437625688177 41.78489562593289),a0beceb3-44d7-4cb9-b7e3-e662c0d241ee
2176,MH-2177,19730101,,12,709.366,721.366,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:722.0041,True,True,Our Agency,Our Agency,,20150518121117,Esri,POINT (-88.14568486026553 41.79510740657415),3f6e8e6e-3103-445d-8a1a-10f9b33ce90d
2177,MH-2178,000000,,9,718.78,727.78,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:726.6541,True,True,Our Agency,Our Agency,,20150518121117,Esri,POINT (-88.13977188347738 41.785572605132465),c59a2658-c6d1-40c8-869a-6b8e6ac4c01c
2178,MH-2179,19760101,,9,714.88,723.88,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:722.9535,True,True,Our Agency,Our Agency,,20150518121117,Esri,POINT (-88.14287072717089 41.78728293679163),3af686ad-1dbf-4096-8b23-7c52a37b2f9e
2179,MH-2180,19770101,,10,718.66,728.66,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:727.6829,True,True,Our Agency,Our Agency,,20150518121117,Esri,POINT (-88.14086923382892 41.79430104127743),5d684791-100b-4055-9071-4c9566eaa3e5
2180,MH-2181,19930101,,10,714.73,724.73,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:724.2255,True,True,Our Agency,Our Agency,,20150518121117,Esri,POINT (-88.14227594683209 41.79355806342992),cf0f10b6-a36e-48c4-9b2b-1cc5f0e3cf3b
2181,MH-2182,19930101,,11,719.13,730.13,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:730.3024,True,True,Our Agency,Our Agency,,20150518121117,Esri,POINT (-88.14220545536195 41.79501750578225),19495b2d-273b-4d51-83be-7335c883e1ac
2182,MH-2183,19880101,,12,750.1800000000001,762.1800000000001,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:762.4707,True,True,Our Agency,Our Agency,,20150518121117,Esri,POINT (-88.13203796746504 41.7943485789448),4d1587e6-c63c-4aa5-9778-601496d7d3a9
2183,MH-2184,19900101,,10,752.3000000000001,762.3000000000001,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:762.6466,True,True,Our Agency,Our Agency,,20150518121117,Esri,POINT (-88.13342108933172 41.794676015333636),8a49b26c-0b88-4a77-bae9-f6b7d1cf7253
2184,MH-2185,19900101,,8,755.13,763.13,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:763.4185,True,True,Our Agency,Our Agency,,20150518121117,Esri,POINT (-88.1325986797187 41.796110827461746),01eb6d70-d9ee-4a40-aa82-2aee60222513
2185,MH-2186,19680101,,13,740.9,753.9,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:754.0206,True,True,Our Agency,Our Agency,,20150518121117,Esri,POINT (-88.13446819246933 41.79578256615818),db2393f3-df3d-4cf7-9fa8-91ea789fa9e6
2186,MH-2187,19680101,,10,0,10,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:746.5514,True,True,Our Agency,Our Agency,,20150518121117,Esri,POINT (-88.13515102209882 41.79403479013373),e357a08f-0536-4cdd-9fe3-869ce8aca897
2187,MH-2188,19680101,,13,0,13,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:743.9922,True,True,Our Agency,Our Agency,,20150518121117,Esri,POINT (-88.13687775991966 41.796151899993475),3c5b3768-4331-43c5-9f74-951aafaeae9f
2188,MH-2189,000000,,10,0,10,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:754.3269,True,True,Our Agency,Our Agency,,20150518121117,Esri,POINT (-88.13369087041032 41.792975361628464),6b570524-31a6-4d55-98fd-7b941a19b8bd
2189,MH-2190,000000,,9,0,9,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:736.0082,True,True,Our Agency,Our Agency,,20150518121117,Esri,POINT (-88.13670381787674 41.790073653599585),df35b990-d861-46d5-a37e-6eacd4a080d1
2190,MH-2191,19960101,,11,725.5,736.5,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:736.1241,True,True,Our Agency,Our Agency,,20150518121117,Esri,POINT (-88.13659180124905 41.78783037742275),7ea3ea42-2aaa-4b8a-9650-2a310bafea18
2191,MH-2192,000000,,5,714.97,719.97,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:720,True,True,Our Agency,Our Agency,,20150518121117,Esri,POINT (-88.14363428866737 41.787946264120784),a74133ac-f62d-4179-980f-9c399f0bcb24
2192,MH-2193,000000,,9,712.58,721.58,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:720.4808,True,True,Our Agency,Our Agency,,20150518121117,Esri,POINT (-88.1448556554161 41.78795343343652),e8f8116f-7730-4d05-9e17-fe79bf47025c
2193,MH-2194,000000,,9,712.01,721.01,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:720.3456,True,True,Our Agency,Our Agency,,20150518121117,Esri,POINT (-88.14499327429148 41.788028139759575),896dd218-c91e-40cb-9f38-a0db3bdd1e1f
2194,MH-2195,000000,,11,0,11,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:717.7902,True,True,Our Agency,Our Agency,,20150518121117,Esri,POINT (-88.14559433534507 41.79276054004967),cf3cb91c-d655-4293-a06c-f531e850b87b
2195,MH-2196,000000,,12,728.76,740.76,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:737.0519,True,True,Our Agency,Our Agency,,20150518121117,Esri,POINT (-88.13963595522422 41.79173139646208),b8eabd96-1b17-45db-b375-7bbd54769848
2196,MH-2197,000000,,21,0,21,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:741.2401,True,True,Our Agency,Our Agency,,20150518121117,Esri,POINT (-88.1405837006585 41.79076219214508),35db8c06-bdb0-4858-af2c-4632e98e5542
2197,MH-2198,19790101,,10,733.62,743.62,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:742.009,True,True,Our Agency,Our Agency,,20150518121117,Esri,POINT (-88.13286069983955 41.78504492758948),87ec8aea-c470-42be-b870-fd9ecaffb1c7
2198,MH-2199,000000,,17,718.91,735.91,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:734.3203,True,True,Our Agency,Our Agency,,20150518121117,Esri,POINT (-88.13664142174477 41.78573048967031),2410faf0-5dbe-4a7c-9b9c-ebeedcbf456c
2199,MH-2200,000000,,16,715.93,731.93,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:731.9987,True,True,Our Agency,Our Agency,,20150518121117,Esri,POINT (-88.13729019991615 41.78587778858539),fbe0f5ce-4ab0-4bad-be07-c96122111fc0
2200,MH-2201,000000,,9,728.18,737.18,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:738.4646,True,True,Our Agency,Our Agency,,20150518121117,Esri,POINT (-88.13599564079047 41.78648156991049),f0f7710a-05e3-4390-853d-a94093d7301e
2201,MH-2202,000000,,4,0,4,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:729.9938,True,True,Our Agency,Our Agency,,20150518121117,Esri,POINT (-88.13728574628922 41.78465326948645),14eb5937-f91d-49e4-9b36-b419289e0e7b
2202,MH-2203,000000,,10,734.79,744.79,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:744.8389,True,True,Our Agency,Our Agency,,20150518121117,Esri,POINT (-88.13158801685805 41.790008028556905),c12c6240-8535-464f-a56b-a1f9919c0b9e
2203,MH-2204,19690101,,,,,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:743.7639,True,True,Our Agency,Our Agency,,20150518121117,Esri,POINT (-88.13198274878408 41.78857342142494),86e5c8fb-d31c-4e92-a988-4a7607b00dcb
2204,MH-2205,000000,,12,733.1,745.1,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:746.1266,True,True,Our Agency,Our Agency,,20150518121117,Esri,POINT (-88.13347658961504 41.78834108949645),d1d60b6c-2d64-4d60-8939-242cbbd3d9c2
2205,MH-2206,000000,,0,0,0,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:764.1199,True,True,Our Agency,Our Agency,,20150518121117,Esri,POINT (-88.12972430903787 41.79254678893988),d6508ffe-6e0f-4afc-9594-e425ac3022f2
2206,MH-2207,000000,,0,0,0,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:760.6071,True,True,Our Agency,Our Agency,,20150518121117,Esri,POINT (-88.12977106010354 41.79345133747167),b73f784e-aca0-4dd7-98ea-62c3a1b989c2
2207,MH-2208,000000,,6,703.74,709.74,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:710,True,True,Our Agency,Our Agency,,20150518121117,Esri,POINT (-88.14552292104096 41.78588018851635),78e2b09f-9378-4d75-8074-caf7c9634ee3
2208,MH-2209,19960101,,10,727.54,737.54,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:737.9996,True,True,Our Agency,Our Agency,,20150518121118,Esri,POINT (-88.1365487866633 41.78672893068143),ee87732d-d94c-4c06-98d0-62b19e2ff270
2209,MH-2210,19850101,,6,740.94,746.94,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:745.7472,True,True,Private,Private,,20150518121118,Esri,POINT (-88.13510495561596 41.78866785184044),5fa91686-9de0-43c3-b7b7-f6346c6a47da
2210,MH-2211,19970101,,7,694.65,701.65,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:701.7266,True,True,Our Agency,Our Agency,,20150518121118,Esri,POINT (-88.16940729988747 41.795403069919445),f950f4bc-3a42-498f-974f-cfdef6440766
2211,MH-2212,19620101,,11,673.24,684.24,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:684.3549,True,True,Our Agency,Our Agency,,20150518121118,Esri,POINT (-88.16770641496674 41.787682872974024),b4c8edbe-49ad-4ca1-a4fb-99e73abe89bc
2212,MH-2213,19770101,,9,682.47,691.47,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:690.8806,True,True,Our Agency,Our Agency,,20150518121118,Esri,POINT (-88.17323635513264 41.79573512702862),80c968f4-ad53-45f4-ba38-a98bce66258d
2213,MH-2214,19780101,,10,684.15,694.15,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:694.0112,True,True,Our Agency,Our Agency,,20150518121118,Esri,POINT (-88.17239567807795 41.796286405625274),0e4ddce0-17ca-4662-8fc7-4daba1dffdd0
2214,MH-2215,19780101,,6,686.99,692.99,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:694.7328,True,True,Our Agency,Our Agency,,20150518121118,Esri,POINT (-88.1716863045559 41.79657929728638),db12ebae-726d-482d-a52c-f14a3733cb51
2215,MH-2216,19780101,,6,684.63,690.63,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:690.2708,True,True,Our Agency,Our Agency,,20150518121118,Esri,POINT (-88.17519211816122 41.79694483600433),0b5f5b4f-5a71-480b-b499-1321ebe5b3b4
2216,MH-2217,19780101,,6,683.64,689.64,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:690.0212,True,True,Our Agency,Our Agency,,20150518121118,Esri,POINT (-88.17517835889882 41.79635048271467),e489036b-06d7-4b98-a4d9-56da2bb92d15
2217,MH-2218,19770101,,6,683.72,689.72,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:689.6324,True,True,Our Agency,Our Agency,,20150518121118,Esri,POINT (-88.1749950853709 41.79611924272532),8c54c234-859d-420a-a69f-5788f0c94a43
2218,MH-2219,19770101,,7,683.98,690.98,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:690.0308,True,True,Our Agency,Our Agency,,20150518121118,Esri,POINT (-88.17439269616638 41.79429287165357),3679990c-bd13-4a3b-b5dd-be345cff552b
2219,MH-2220,19760101,,7,683.53,690.53,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:690.8005,True,True,Our Agency,Our Agency,,20150518121118,Esri,POINT (-88.17445911128246 41.792704588763414),061478ce-71a4-4d03-8070-d66c490bbcb5
2220,MH-2221,19760101,,6,684.11,690.11,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:690.0101,True,True,Our Agency,Our Agency,,20150518121118,Esri,POINT (-88.17511489854597 41.79260225297295),feae50a4-7e9c-4da9-829c-267b0a24b48c
2221,MH-2222,19760101,,6,684.51,690.51,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:690.4476,True,True,Our Agency,Our Agency,,20150518121118,Esri,POINT (-88.17549176381151 41.79300739191379),5078b54d-d84e-4d34-8c91-316571184fb6
2222,MH-2223,19760101,,5,684.47,689.47,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:690.2735,True,True,Our Agency,Our Agency,,20150518121118,Esri,POINT (-88.17256679616946 41.79131448682476),6afe1e10-e33f-4166-b43a-123649a6c14c
2223,MH-2224,19760101,,3,685.83,688.83,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:689.1543,True,True,Our Agency,Our Agency,,20150518121118,Esri,POINT (-88.1713288258049 41.79126238963699),12632f57-bd54-41a0-9c4f-5da924183139
2224,MH-2225,19760101,,8,681.73,689.73,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:690.0005,True,True,Our Agency,Our Agency,,20150518121118,Esri,POINT (-88.17161968014973 41.79309089211582),780e2c7c-7049-4879-a4de-70d0e2d68ea5
2225,MH-2226,19970101,,11,690.62,701.62,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:701.2454,True,True,Our Agency,Our Agency,,20150518121118,Esri,POINT (-88.16685447676052 41.79413280273435),3e9fe707-b533-4f57-927e-f6261ea7fccc
2226,MH-2227,19740101,,8,679.6,687.6,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:687.9797,True,True,Our Agency,Our Agency,,20150518121118,Esri,POINT (-88.16864395812395 41.79166637374953),d92ae8bb-7f84-43f5-a7e5-24f40dcfd9d9
2227,MH-2228,19750101,,10,677.87,687.87,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:688.389,True,True,Our Agency,Our Agency,,20150518121118,Esri,POINT (-88.17008939767811 41.792867259693296),ad615c1d-75d1-45f6-8cff-87210876e4da
2228,MH-2229,000000,,13,674.84,687.84,,Concrete (Non-Reinforced),Drop,,,,,,Sewage,Elevation:687.7616,True,True,Our Agency,Our Agency,,20150518121118,Esri,POINT (-88.16982782662663 41.78861230857082),bc78d3c1-4149-4edf-8dbe-8f14e4d9d179
2229,MH-2230,19710101,,11,679.4300000000001,690.4300000000001,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:688.1475,True,True,Our Agency,Our Agency,,20150518121118,Esri,POINT (-88.17107428177559 41.79016334713861),adf68bb2-3337-4184-857a-dd6475b4aec7
2230,MH-2231,19760101,,4,685.16,689.16,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:689.4839,True,True,Our Agency,Our Agency,,20150518121118,Esri,POINT (-88.174973487064 41.791623301437795),9f2f0070-2cc0-4057-a9f2-723a565f7c42
2231,MH-2232,19670101,,15,674,689,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:688.8649,True,True,Our Agency,Our Agency,,20150518121118,Esri,POINT (-88.17399861393989 41.784070441847305),0cc8128a-6192-4bad-8436-c5c3c81486c6
2232,MH-2233,19660101,,9,682.49,691.49,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:691.8778,True,True,Our Agency,Our Agency,,20150518121119,Esri,POINT (-88.16926345316675 41.78624204008619),0442c14d-739c-4c44-bd0c-f4fa617b86c9
2233,MH-2234,19680101,,10,674.8,684.8,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:685.9744,True,True,Private,Private,,20150518121119,Esri,POINT (-88.16933783554968 41.78426845200776),1ab25a6e-1dd8-4615-b428-96f4d222a83b
2234,MH-2235,19680101,,9,675.88,684.88,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:686.0001,True,True,Private,Private,,20150518121119,Esri,POINT (-88.17012376453029 41.784111048866315),02872207-f93a-4409-8f78-95a24e06c5ac
2235,MH-2236,19970101,,12,692.85,704.85,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:705.9147,True,True,Our Agency,Our Agency,,20150518121119,Esri,POINT (-88.1660892363521 41.795243258793526),f9816737-3507-49a5-abb3-f9354e1a1857
2236,MH-2237,19970101,,14,697.49,711.49,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:710.8163,True,True,Our Agency,Our Agency,,20150518121119,Esri,POINT (-88.1632562502566 41.79568257680429),5217f7c5-d303-4bdb-966b-71ec1a42b1fa
2237,MH-2238,19970101,,18,697.1700000000001,715.1700000000001,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:713.9997,True,True,Our Agency,Our Agency,,20150518121119,Esri,POINT (-88.1558550392232 41.79471119509749),f67ae0ae-27e0-4398-8fb9-1049d5558e00
2238,MH-2239,19850101,,21,702.92,723.92,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:723.9995,True,True,Our Agency,Our Agency,,20150518121119,Esri,POINT (-88.14708237521585 41.793944868707456),41b4626d-1eee-4807-88b1-ae7aca392d42
2239,MH-2240,19620101,,10,676.96,686.96,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:687.5482,True,True,Our Agency,Our Agency,,20150518121119,Esri,POINT (-88.16443630404471 41.78979479147754),60085020-15b0-4102-8440-7184fd19d879
2240,MH-2241,19620101,,11,675.5699999999999,686.5699999999999,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:686.8752,True,True,Our Agency,Our Agency,,20150518121119,Esri,POINT (-88.16524713451244 41.789253159800616),3c0786db-dbb7-4def-baf0-7644adb286dd
2241,MH-2242,19620101,,11,674.18,685.18,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:684.8829,True,True,Our Agency,Our Agency,,20150518121119,Esri,POINT (-88.16606995291018 41.788704127119985),547873bf-06ae-40ca-872d-079936e94408
2242,MH-2243,19620101,,13,678.413,691.413,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:691.6027,True,True,Our Agency,Our Agency,,20150518121119,Esri,POINT (-88.16361854694992 41.790335540995216),e78a642b-1c7a-4481-8e83-45db6de0822e
2243,MH-2244,000000,,19,690.65,709.65,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:710.1778,True,True,Our Agency,Our Agency,,20150518121119,Esri,POINT (-88.15756144580897 41.793676282310045),bf492d50-e56d-4583-a35e-0ede9c9540ff
2244,MH-2245,19630101,,18,698.14,716.14,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:715.5313,True,True,Our Agency,Our Agency,,20150518121119,Esri,POINT (-88.15059757991176 41.790803290656804),8169e847-e30b-48e1-94c5-63d05a2d4036
2245,MH-2246,000000,,9,708.45,717.45,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:716.0153,True,True,Our Agency,Our Agency,,20150518121119,Esri,POINT (-88.15003495033525 41.79404407894744),d98cce54-3628-41bf-9ecc-f9d95d21d1ba
2246,MH-2247,000000,,9,700.71,709.71,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:709.9397,True,True,Our Agency,Our Agency,,20150518121119,Esri,POINT (-88.14945584934546 41.79193412706046),48598b9e-b46f-4573-ba6b-8f481064cc00
2247,MH-2248,000000,,9,0,9,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:711.7712,True,True,Our Agency,Our Agency,,20150518121119,Esri,POINT (-88.14950681931514 41.79063240589932),7bbe6626-93f3-4491-ac56-5ee489e1f857
2248,MH-2249,000000,,7,0,7,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:703.9999,True,True,Our Agency,Our Agency,,20150518121119,Esri,POINT (-88.14848625410453 41.78656439258059),db3fc8a9-d63c-4fda-8f06-80449b51951b
2249,MH-2250,000000,,9,0,9,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:719.5711,True,True,Our Agency,Our Agency,,20150518121119,Esri,POINT (-88.148297711735 41.790922046869646),c76b32f7-7eeb-4798-9eaf-2e695c33ec11
2250,MH-2251,000000,,8,702.75,710.75,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:710.0262,True,True,Our Agency,Our Agency,,20150518121119,Esri,POINT (-88.14738700097509 41.78617568174765),fcdf6c2a-d9f1-418c-a9f0-c42e13a79278
2251,MH-2252,000000,,9,686.28,695.28,,Concrete (Non-Reinforced),Drop,,,,,,Sewage,Elevation:695.5249,True,True,Our Agency,Our Agency,,20150518121119,Esri,POINT (-88.15744631432945 41.79060064678373),298469f8-a34a-42f6-b6c7-6f0645d56f36
2252,MH-2253,19800101,,15,691.51,706.51,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:705.7632,True,True,Our Agency,Our Agency,,20150518121119,Esri,POINT (-88.15218466561657 41.78677116436241),c8f560f6-0ddc-489e-8a9b-c8d44bad4db0
2253,MH-2254,19780101,,6,696.45,702.45,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:701.9909,True,True,Our Agency,Our Agency,,20150518121119,Esri,POINT (-88.15636191448566 41.78929274587821),2137648f-8f41-4d6d-a889-3c75c9230544
2254,MH-2255,19620101,,18,678.7330000000001,696.7330000000001,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:696.1869,True,True,Our Agency,Our Agency,,20150518121119,Esri,POINT (-88.16254094090885 41.78864429828129),8d664d9c-bbd4-4707-96be-4fe06e2800e3
2255,MH-2256,19620101,,14,679.836,693.836,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:693.9034,True,True,Our Agency,Our Agency,,20150518121119,Esri,POINT (-88.16073828733468 41.788370490883125),6a0b4d61-d68c-4b58-8009-bded33a10ec2
2256,MH-2257,19620101,,12,680.79,692.79,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:688.4511,True,True,Our Agency,Our Agency,,20150518121119,Esri,POINT (-88.1597408617592 41.78829372053816),e2209f81-83cf-4aca-9a6b-ee04c9ed9fff
2257,MH-2258,000000,,11,695.98,706.98,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:705.9408,True,True,Our Agency,Our Agency,,20150518121119,Esri,POINT (-88.1631806730746 41.793740868200906),bf5dba61-8ba6-4252-99e0-ca384f056bb4
2258,MH-2259,19690101,,10,674.84,684.84,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:684.2018,True,True,Our Agency,Our Agency,,20150518121119,Esri,POINT (-88.16631926111847 41.7854971903244),11188c98-e257-4813-b18e-fd15787f8430
2259,MH-2260,19690101,,9,675.8,684.8,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:683.9898,True,True,Our Agency,Our Agency,,20150518121119,Esri,POINT (-88.16640085025067 41.78752932998099),4bd4af82-67b5-4627-9e51-50250c8305df
2260,MH-2261,19760101,,8,676.85,684.85,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:685.5352,True,True,Our Agency,Our Agency,,20150518121119,Esri,POINT (-88.16514294276767 41.78615262435471),7ba82472-00f4-46cb-a8ac-42b647f2abcb
2261,MH-2262,19770101,,7,684.7099999999999,691.7099999999999,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:691.941,True,True,Our Agency,Our Agency,,20150518121119,Esri,POINT (-88.16047156812732 41.78668085233736),b46eaec0-ac73-4b8b-942b-2d6cdc876bc0
2262,MH-2263,19760101,,9,684.32,693.32,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:693.0996,True,True,Our Agency,Our Agency,,20150518121119,Esri,POINT (-88.15892299600914 41.78722877352364),f7b8867e-8ae1-45e9-b025-375aad54986d
2263,MH-2264,19760101,,9,680.23,689.23,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:689.6302,True,True,Our Agency,Our Agency,,20150518121119,Esri,POINT (-88.16314922996875 41.78690299879923),b2728361-2b93-49c8-944e-145ab5139183
2264,MH-2265,19760101,,7,680.1999999999999,687.1999999999999,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:687.5996,True,True,Our Agency,Our Agency,,20150518121120,Esri,POINT (-88.16372896621378 41.78674403014399),1abc1830-794a-41dd-a127-4d4b54983067
2265,MH-2266,19870101,,8,681.87,689.87,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:688.3492,True,True,Private,Private,,20150518121120,Esri,POINT (-88.16138798411649 41.784877847577604),4026ebc6-88d5-4e9f-886a-f54b061d983d
2266,MH-2267,19870101,,5,683.64,688.64,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:689.2828,True,True,Private,Private,,20150518121120,Esri,POINT (-88.16188066565488 41.78425005437533),9eb7cf8c-8480-43c7-a52e-5c82dcb83cab
2267,MH-2268,19740101,,11,725.54,736.54,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:736.0257,True,True,Our Agency,Our Agency,,20150518121121,Esri,POINT (-88.14700466216989 41.79690696978251),0fa4669d-db4d-406e-8e8e-1c957f3a9671
2268,MH-2269,19740101,,11,720.16,731.16,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:731.3672,True,True,Our Agency,Our Agency,,20150518121121,Esri,POINT (-88.14813385810844 41.796022854478174),0d0b375b-7bd7-49bb-8590-4ffcd214ab59
2269,MH-2270,19740101,,10,713.65,723.65,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:723.1884,True,True,Our Agency,Our Agency,,20150518121121,Esri,POINT (-88.14822220574824 41.79461781655282),30609a59-0482-4216-a7ad-e07a25361454
2270,MH-2271,19910101,,7,696.4300000000001,703.4300000000001,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:702.3552,True,True,Private,Private,,20150518121122,Esri,POINT (-88.15573336583901 41.78501354916403),3f8e3557-2bb3-411f-b273-c8bbd673bb5e
2271,MH-2272,19910101,,8,693.52,701.52,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:701.2723,True,True,Private,Private,,20150518121122,Esri,POINT (-88.15770699801755 41.78434635703057),f6c54a1e-ec20-4929-8d4f-0d16583aee53
2272,MH-2273,19970101,,9,702.3000000000001,711.3000000000001,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:712.0014,True,True,Our Agency,Our Agency,,20150518121122,Esri,POINT (-88.1544105347548 41.78990793053165),f2b3305d-85c9-40d4-b4f9-bf70e18230d5
2273,MH-2274,19860101,,6,704.5,710.5,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:708.8295,True,True,Private,Private,,20150518121122,Esri,POINT (-88.15554765129832 41.79238227280472),13015300-2a51-450a-be8a-315f3eb983b5
2274,MH-2275,19860101,,6,705.5,711.5,,Concrete (Non-Reinforced),Standard,,,,,,Sewage,Elevation:710.1629,True,True,Private,Private,,20150518121122,Esri,POINT (-88.15536419930443 41.792869284020945),2d78d166-56f2-4dd9-9283-f23ef24b669e
