OBJECTID,FACILITYID,INSTALLDATE,MATERIAL,DIAMETER,MAINSHAPE,LINEDYEAR,LINERTYPE,FROMMH,TOMH,WATERTYPE,ENABLED,ACTIVEFLAG,OWNEDBY,MAINTBY,SUMFLOW,LASTUPDATE,LASTEDITOR,DOWNELEV,UPELEV,SLOPE,SHAPE_Length,geometry,ResourceID
797,1325-1922,19690101,Unknown,8",Circular,,,MH-1325,MH-1922,Sewage,True,True,Our Agency,Our Agency,,20150518121912,Esri,700.0699999999999,700.79,0.290901147398646,247.50675837425922,"LINESTRING M (-88.15077922296084 41.786523367742355 0,-88.15078326676773 41.78651174058948 4.378010000000001,-88.15078853192476 41.78649661476927 10.073700000000002,-88.15083204439533 41.78637156778166 57.15961000000001,-88.15084622182201 41.786330831809984 72.49874000000001,-88.15089708656843 41.78618465146761 127.54222000000001,-88.15092320108278 41.786109606332865 155.80023000000003,-88.15095490931212 41.78601848780227 190.11066000000002,-88.1510079482323 41.785866059639396 247.50676000000004)",311a55e0-2171-46a4-a10c-1af9c63b3613
798,1347-762,19750101,Unknown,8",Circular,,,MH-1347,MH-762,Sewage,True,True,Our Agency,Our Agency,,20150518121912,Esri,688.94,692.39,1.71805971579353,200.80792118488543,"LINESTRING M (-88.1531360644035 41.78513307761982 0,-88.15312062752635 41.78513187123051 4.2329300000000005,-88.15310187957513 41.785130403941935 9.37386,-88.15295147985549 41.785118633357115 50.615410000000004,-88.1529150555905 41.78511578233757 60.603440000000006,-88.15276008320794 41.78510365588089 103.09881000000001,-88.15271247130076 41.78509992826664 116.15467000000001,-88.15240519997066 41.78506704523374 200.80792000000002)",bba22b17-9dd2-422c-82c8-9b64bc412344
799,1625-1071,19690101,Unknown,8",Circular,,,MH-1625,MH-1071,Sewage,True,True,Our Agency,Our Agency,,20150518121912,Esri,681.35,695.81,4.6677125831379,309.7877116992298,"LINESTRING M (-88.14792973799995 41.78515016220254 0,-88.14792993466455 41.78514536809076 1.7477600000000002,-88.14793572952618 41.7850050253667 52.911820000000006,-88.14794094364183 41.7848787705714 98.93993000000002,-88.14794140927224 41.78486746817416 103.06038000000001,-88.14794623413187 41.78475063413904 145.65400000000002,-88.14794686007042 41.78473546404355 151.18449,-88.14795499663663 41.78453846348227 223.00404000000003,-88.1479579128908 41.784467794242566 248.76757000000003,-88.14796482245094 41.784300416316135 309.78771000000006)",cfb79d9f-9ca6-441a-9407-63caba9e5693
800,1951-490,19870101,Ductile Iron,8",Circular,,,MH-1951,MH-490,Sewage,True,True,Private,Private,,20150518121912,Esri,677.67,678.47,0.300368275365061,266.3397121509473,"LINESTRING M (-88.16268593302016 41.78463311864116 0,-88.16200297229668 41.78515557106792 266.33971)",31af9ace-05e5-4d11-841f-c5085aca2903
801,733-1072,19380101,Unknown,8",Circular,,,MH-733,MH-1072,Sewage,True,True,Our Agency,Our Agency,,20150518121912,Esri,682.5500000000001,698.86,5.92722340316821,275.17100150606905,"LINESTRING M (-88.14727285412671 41.78497242214977 0,-88.14727566745528 41.78490350036964 25.126210000000004,-88.14728308566028 41.78472184717609 91.34994000000002,-88.14728843391177 41.78459082340247 139.11613000000003,-88.1472943010521 41.78444716568046 191.48818000000003,-88.14730367285202 41.784217621756 275.17100000000005)",635d5af1-94e0-49b2-8675-575d78eb8c7f
802,1032-154,19970101,Polyvinyl Chloride,8",Circular,,,MH-1032,MH-154,Sewage,True,True,Our Agency,Our Agency,,20150518121912,Esri,700.02,701.17,0.457169378417046,251.54790637594044,"LINESTRING M (-88.1604446197258 41.7961154896949 0,-88.16057903026781 41.79609524110391 37.38631000000001,-88.16064061495723 41.796085964543494 54.51603000000001,-88.16084910893677 41.79605455356117 112.50882000000001,-88.16091129538722 41.79604518502188 129.80603000000002,-88.16113770330836 41.79601107770999 192.78146000000004,-88.16134897848004 41.795979247719416 251.54791000000003)",c5fa6db2-3b1d-401a-93fb-2e436fb24109
803,608-607,19370101,Unknown,8",Circular,,,MH-608,MH-607,Sewage,True,True,Our Agency,Our Agency,,20150518121912,Esri,709.1999999999999,710.36,0.41802032996388,277.4984652301957,"LINESTRING M (-88.1421279769879 41.77734274421103 0,-88.14212836872527 41.777335585172644 2.6108700000000002,-88.14213860540123 41.77714870295474 70.76625000000001,-88.14214669641531 41.77700102348917 124.62451000000001,-88.14215475968564 41.77685376264213 178.33006000000003,-88.14216198849046 41.77672178137271 226.46321000000003,-88.14216798504205 41.77661225761925 266.40616000000006,-88.14216899729591 41.77659380094956 273.13726,-88.1421696522598 41.77658184250977 277.49847000000005)",f9b7e3f4-97a0-4101-a267-2edbb480277e
804,2100-37,19370101,Unknown,8",Circular,,,MH-2100,MH-37,Sewage,True,True,Our Agency,Our Agency,,20150518121913,Esri,709.3399999999999,710.25,0.442095031944852,205.83809684463571,"LINESTRING M (-88.1393593650646 41.777128791174874 0,-88.13936424310795 41.77703798784792 33.11464,-88.13937212046662 41.776891468785514 86.54805000000002,-88.13937902185303 41.77676306248544 133.37597000000002,-88.1393867502695 41.77661924605498 185.82373000000004,-88.13938969894038 41.77656436486909 205.83810000000003)",aac3de08-83fd-49aa-9f1d-2ce52e82878f
805,2093-2094,19370101,Vitrified Clay,10",Circular,,,MH-2093,MH-2094,Sewage,True,True,Our Agency,Our Agency,,20150518121913,Esri,702.72,704.36,0.63488076396079,258.3162214222125,"LINESTRING M (-88.14496445062507 41.777139633119546 0,-88.14496495521689 41.77712873864786 3.9722300000000006,-88.14496750238636 41.777073801741196 24.002780000000005,-88.14497261368942 41.776963469668885 64.23093000000001,-88.14497440972202 41.776924756080334 78.34631000000002,-88.14497698146438 41.7768692258722 98.59315000000001,-88.1449819550701 41.776761956606684 137.70461000000003,-88.144981982226 41.77676130838943 137.94093,-88.1449872100462 41.776648545519734 179.05541000000002,-88.14498762873332 41.77663946513885 182.36619000000002,-88.1449948299659 41.77648407958655 239.02129000000002,-88.14499728337407 41.77643116023426 258.31622000000004)",467cb076-740a-4a74-85ff-e3f0d748c977
806,914-1799,19850101,Reinforced Plastic (Truss),15",Circular,,,MH-914,MH-1799,Sewage,True,True,Our Agency,Our Agency,,20150518121913,Esri,689.84,690.3,0.33938665886263,135.5386218013097,"LINESTRING M (-88.13128539643466 41.7759880554991 0,-88.13174039548544 41.77583854896448 135.53862)",72d6aa2e-3088-4a72-8e34-8dc06150764d
807,2094-34,19370101,Vitrified Clay,10",Circular,,,MH-2094,MH-34,Sewage,True,True,Our Agency,Our Agency,,20150518121913,Esri,701.9,702.72,0.316762307453053,258.8691838348159,"LINESTRING M (-88.14499728337407 41.77643116023426 0,-88.14499934574647 41.776393903866655 13.587520000000001,-88.14500619708936 41.776270113295034 58.734350000000006,-88.14501390425129 41.77613088828819 109.51018000000002,-88.14501614197525 41.776090424209904 124.26754000000001,-88.14503492651535 41.775751087206025 248.02488000000002,-88.14503589020065 41.77573373427432 254.35359000000003,-88.14503657472761 41.77572135269364 258.86918000000003)",b8fa004d-4b1b-41a1-b873-a65336e831bc
808,2127-73,19790101,Unknown,8",Circular,,,MH-2127,MH-73,Sewage,True,True,Our Agency,Our Agency,,20150518121913,Esri,727.21,727.6,0.394967561400744,98.7422862315224,"LINESTRING M (-88.1332550977496 41.7837610033913 0,-88.13331004989301 41.783901127941206 56.855520000000006,-88.13333772238545 41.78397169069828 83.65272000000002,-88.13335706548027 41.78402101290679 102.38355000000001)",fafce198-bb93-4cf3-a69a-cfbef483f179
809,601-1490,19500101,Unknown,8",Circular,,,MH-601,MH-1490,Sewage,True,True,Our Agency,Our Agency,,20150518121913,Esri,698.05,699.34,0.540571078831242,238.63651802999905,"LINESTRING M (-88.14583202010263 41.78418468276288 0,-88.14583933728694 41.78408201647298 37.46388,-88.14584705652008 41.78400609340241 65.20956000000001,-88.14584249417811 41.784037722892535 76.80204,-88.14584965822064 41.78393723522657 113.47095000000002,-88.1458499868573 41.78393261420235 115.15719000000001,-88.14585890181343 41.78380754319306 160.79677,-88.14585964039415 41.783797230746075 164.55993000000004,-88.14586911723744 41.78366426267003 213.08121000000003,-88.14586989230527 41.783653399260416 217.04538000000002,-88.14587410897437 41.78359423071523 238.63652000000005)",c36fdde0-47ab-4ae8-a842-ea4d857b4f48
810,935-364,19690101,Unknown,8",Circular,,,MH-935,MH-364,Sewage,True,True,Our Agency,Our Agency,,20150518121913,Esri,708.9399999999999,710.38,0.389988652423251,369.24151281128064,"LINESTRING M (-88.14164108566636 41.78303116294966 0,-88.14163466315824 41.78307639815372 16.576120000000003,-88.14163003454135 41.78310900876546 28.526000000000003,-88.14160999775874 41.78325013237023 80.23974000000001,-88.14160890786232 41.783257814245346 83.05469000000001,-88.14158864986398 41.78340047889413 135.33320000000003,-88.14158384057153 41.78343436321357 147.74982000000003,-88.14155839235394 41.78361355409886 213.41323000000003,-88.14155183457606 41.783659738049934 230.33703000000003,-88.14152826231299 41.78382576875392 291.17777000000007,-88.14149801535595 41.78403879982663 369.24151000000006)",aedc18b0-8f48-476e-bb0a-8d424b74a2ce
811,67-1529,19790101,Unknown,8",Circular,,,MH-67,MH-1529,Sewage,True,True,Our Agency,Our Agency,,20150518121913,Esri,697.13,696.75,0.33619714980596,113.02891777021794,"LINESTRING M (-88.12975426731265 41.78258777819645 0,-88.129737056446 41.78260619162491 8.18865,-88.12973093444546 41.78261274261809 11.101770000000002,-88.12971905496646 41.78262545269141 16.75399,-88.12968812267736 41.782658546514476 31.471130000000006,-88.12951671321771 41.78284194622281 113.02892000000001)",30f4d8c5-a6e6-4ef7-99b9-31488893284b
812,938-937,19830101,Vitrified Clay,8",Circular,,,MH-938,MH-937,Sewage,True,True,Our Agency,Our Agency,,20150518121913,Esri,726.49,727.84,0.44520954699478,303.2279988407014,"LINESTRING M (-88.13226077788846 41.7817705754382 0,-88.13242560874069 41.78170009349122 51.775130000000004,-88.13263713248313 41.78160964630721 118.21692000000002,-88.13285461076264 41.78151665299303 186.52916000000002,-88.13304779097236 41.78143404581069 247.20985000000005,-88.13322613109004 41.781357790625115 303.22800000000007)",5d428d4a-e500-4f7a-babb-69a86f3ad2ce
813,363-323,19500101,Unknown,8",Circular,,,MH-363,MH-323,Sewage,True,True,Our Agency,Our Agency,,20150518121913,Esri,694.212,695.06,0.336663598052801,251.8834839598426,"LINESTRING M (-88.1459934820184 41.78173515763141 0,-88.14599574851175 41.781702440342016 11.937900000000003,-88.1459985234263 41.78166242464007 26.538890000000002,-88.14600546964031 41.781562205775806 63.10685000000001,-88.1460080223961 41.78152536168867 76.55055000000002,-88.14601819827197 41.78137847867875 130.14530000000002,-88.14602728757797 41.78124740516527 177.97160000000002,-88.14602791161371 41.78123840525493 181.25550000000004,-88.14603400143531 41.781150528960616 213.31988000000004,-88.14604053770717 41.78104481180096 251.88348000000005)",2038c7e6-da6c-4c55-a6f6-48cba4e77fb1
814,2110-52,19890101,Polyvinyl Chloride,8",Circular,,,MH-2110,MH-52,Sewage,True,True,Our Agency,Our Agency,,20150518121913,Esri,688.75,691.1800000000001,1.84743971837514,131.5333851400132,"LINESTRING M (-88.13092731551465 41.779870405863 0,-88.13093437612109 41.77986132373515 3.8289700000000004,-88.13094102004355 41.77985277838957 7.431720000000001,-88.13094537887339 41.77984717140444 9.795580000000001,-88.13097632060524 41.779807375840406 26.573700000000002,-88.13099889009683 41.779778344669516 38.81309,-88.13102736431236 41.77974172032595 54.25395000000001,-88.13104491309814 41.77971914581154 63.77110000000001,-88.13107409138159 41.779681616930475 79.59343000000001,-88.13110968886083 41.779635833107726 98.89623000000002,-88.13116987379287 41.779558420470316 131.53339000000003)",1361d007-1086-40ef-846c-4447bb68bcc3
815,1183-2082,19650101,Vitrified Clay,8",Circular,,,MH-1183,MH-2082,Sewage,True,True,Our Agency,Our Agency,,20150518121913,Esri,741.41,741.9200000000001,0.365550381105906,139.5156526597178,"LINESTRING M (-88.12261264729365 41.77295418829697 0,-88.12297449813015 41.77288158426909 102.18904000000002,-88.12310667088326 41.772855062871635 139.51565000000002)",7c6f257f-2f09-4636-9795-a467da65f100
816,1414-1413,19880101,Unknown,8",Circular,,,MH-1414,MH-1413,Sewage,True,True,Our Agency,Our Agency,,20150518121913,Esri,694.5,694.69,0.22033126815258,86.2337886007532,"LINESTRING M (-88.18214558344017 41.774906458552 0,-88.18208401773121 41.77498774071895 34.04795000000001,-88.18198965696419 41.77511232408123 86.23379000000001)",8a813ae4-a903-4b45-affd-bc09ccb12b86
817,205-510,19610101,Unknown,8",Circular,,,MH-205,MH-510,Sewage,True,True,Our Agency,Our Agency,,20150518121913,Esri,692.4599999999999,694.34,0.487080585614012,385.9730926516145,"LINESTRING M (-88.15930151528843 41.774086735480246 0,-88.15924157044797 41.77408576410668 16.355150000000002,-88.15897151860845 41.77408138848169 90.03519000000001,-88.15874398300068 41.77407770079022 152.11525000000003,-88.15788684834355 41.77406380709261 385.97309000000007)",e8f16899-d426-416b-87d4-b0ac14c7f6df
818,2323-1397,19610101,Unknown,8",Circular,,,MH-2323,MH-1397,Sewage,True,True,Our Agency,Our Agency,,20150518121913,Esri,690.35,694.37,10.0831809320087,39.86837117281745,"LINESTRING M (-88.15946852046575 41.774080951389934 0,-88.15932334134455 41.77406829937084 39.868370000000006)",8e0aaab3-ca07-40c8-9a89-20ed777733df
819,1440-2003,19760101,Reinforced Concrete,36",Circular,,,MH-1440,MH-2003,Sewage,True,True,Our Agency,Our Agency,,20150518121913,Esri,669.47,669.02,0.181487188239599,247.95138674249426,"LINESTRING M (-88.17912650229148 41.78098194578183 0,-88.17824139058834 41.78082666169848 247.95139000000003)",d97734bd-0871-4315-9c56-3c190bd501bd
820,1442-1142,19810101,Vitrified Clay,8",Circular,,,MH-1442,MH-1142,Sewage,True,True,Private,Private,,20150518121913,Esri,680.99,690,11.286491444947,79.8299457714454,"LINESTRING M (-88.16733073366619 41.78255780654657 0,-88.16734858582389 41.782572484844195 7.232880000000001,-88.16752776444173 41.78271981603479 79.82995000000001)",e92d5b07-d9af-425f-8161-9c44c94bb0fd
821,1423-841,19720101,Vitrified Clay,8",Circular,,,MH-1423,MH-841,Sewage,True,True,Our Agency,Our Agency,,20150518121913,Esri,689.44,690.7900000000001,0.718617850814012,187.86062696197993,"LINESTRING M (-88.18198455127616 41.77313734598826 0,-88.18198038350546 41.77297320587553 59.821830000000006,-88.18197146953224 41.77262189085036 187.86063000000001)",b18a3d00-7cc5-4942-824e-61f19f205a60
822,1427-1722,19780101,Vitrified Clay,8",Circular,,,MH-1427,MH-1722,Sewage,True,True,Our Agency,Our Agency,,20150518121913,Esri,681.86,683.61,0.708810786397185,246.892405361814,"LINESTRING M (-88.17465863678447 41.772494641655435 0,-88.1744989518903 41.772501512276854 43.630630000000004,-88.17441649859774 41.77250505913968 66.15929000000001,-88.17424486552106 41.77251244229495 113.05448000000001,-88.17392966830289 41.77252599887817 199.17553000000004,-88.17375502792936 41.77253351218382 246.89241000000004)",8fc79af5-56ad-4369-99b5-521cbd8674b5
823,1132-1428,19720101,Vitrified Clay,8",Circular,,,MH-1132,MH-1428,Sewage,True,True,Our Agency,Our Agency,,20150518121913,Esri,673.2700000000001,686.2700000000001,4.40517258500354,295.10762062434685,"LINESTRING M (-88.17505899881382 41.77329178674989 0,-88.17505708986529 41.77326494696164 9.794010000000002,-88.17504388614032 41.773079470830396 77.47558000000001,-88.17504192246786 41.77305190167041 87.53578000000002,-88.17502709592215 41.77284359545655 163.54818000000003,-88.1750229327627 41.77278507594042 184.90233000000003,-88.17500143421015 41.77248306679876 295.10762000000005)",2ae46fc0-1d29-4941-a33c-91b665e743ac
824,844-258,19720101,Vitrified Clay,8",Circular,,,MH-844,MH-258,Sewage,True,True,Our Agency,Our Agency,,20150518121913,Esri,683.68,687.06,1.20167673931562,281.27364784683834,"LINESTRING M (-88.17642755115979 41.77318134166928 0,-88.17642639033065 41.7731685792205 4.6612800000000005,-88.17642479848139 41.77315105955832 11.060020000000002,-88.17642279554157 41.77312899519591 19.118600000000004,-88.17642025723728 41.77310106602933 29.319240000000004,-88.17641867945565 41.77308369764729 35.66272000000001,-88.17640554070314 41.77293905417797 88.49108000000001,-88.17640097010229 41.77288878059296 106.85266000000001,-88.17638640119513 41.77272841570126 165.42302000000004,-88.17635757851995 41.77241121845919 281.27365000000003)",9324670f-a19d-4dfb-b41c-c75d8bec5c31
825,2032-1134,19780101,Vitrified Clay,8",Circular,,,MH-2032,MH-1134,Sewage,True,True,Our Agency,Our Agency,,20150518121913,Esri,678.22,680.25,0.512520916252409,396.081396022524,"LINESTRING M (-88.16855634595025 41.77229279132353 0,-88.16857765518469 41.772395146497225 37.747460000000004,-88.16864426132639 41.77271509733585 155.74161,-88.16865194631208 41.77275200078057 169.35127000000003,-88.16869465092131 41.77295715237246 245.00866000000005,-88.16873709091752 41.77316100073506 320.18571000000003,-88.16875839000342 41.77326331442863 357.91780000000006,-88.16877993393501 41.773366798040264 396.08140000000003)",b7cf7ead-c458-4ad6-b62b-c2c11ae56227
826,1428-261,19720101,Vitrified Clay,8",Circular,,,MH-1428,MH-261,Sewage,True,True,Our Agency,Our Agency,,20150518121913,Esri,672.89,673.2700000000001,0.279469532656886,135.97188802205952,"LINESTRING M (-88.17500143421015 41.77248306679876 0,-88.17497024836285 41.77224097254345 88.62597000000001,-88.17495359344316 41.772111640141496 135.97189000000003)",6ba6f6a3-dc49-4204-80a7-b5f4c95333bf
827,1700-820,19660101,Reinforced Concrete,30",Circular,,,MH-1700,MH-820,Sewage,True,True,Our Agency,Our Agency,,20150518121913,Esri,668.94,669.98,0.261445721820952,397.7881117183464,"LINESTRING M (-88.17490887745997 41.771541943069664 0,-88.17447520635733 41.77155084581028 118.34274000000002,-88.17443137917549 41.77155174499192 130.30256000000003,-88.17441738834377 41.77155203356568 134.12047,-88.17420251948883 41.77156050391346 192.81433000000004,-88.17412551701015 41.77156353680688 213.84837000000002,-88.17392728823751 41.771571349021514 267.99675,-88.17387088564251 41.77157357388491 283.40378000000004,-88.17381539600268 41.77157916104903 298.67673,-88.17364617569581 41.77159620127095 345.25294,-88.17354775353304 41.77160611430209 372.34276000000006,-88.17345530558768 41.771615423314536 397.7881100000001)",bff64997-bee0-4efc-9aa8-9aaa57ea8681
828,1729-561,19780101,Unknown,8",Circular,,,MH-1729,MH-561,Sewage,True,True,Our Agency,Our Agency,,20150518121913,Esri,672.73,674.42,0.563776832524664,299.76400279378436,"LINESTRING M (-88.1672001381049 41.77145743028566 0,-88.16720399275187 41.77148962749301 11.779370000000002,-88.16720703977242 41.77151506539612 21.085880000000003,-88.16722772822826 41.77168788606347 84.31239000000001,-88.16722989931206 41.77170600723713 90.94207000000002,-88.1672506373213 41.77187924753611 154.32209000000003,-88.16725300270626 41.771898982442764 161.54219000000003,-88.16727153083168 41.772053794479724 218.18012000000004,-88.16727577884159 41.772089256971356 231.15416000000005,-88.16729823021765 41.772276792111285 299.76400000000007)",e4322eef-b376-42c5-8fb4-258ed46dea80
