OBJECTID,FACILITYID,INSTALLDATE,MATERIAL,DIAMETER,MAINSHAPE,LINEDYEAR,LINERTYPE,FROMMH,TOMH,WATERTYPE,ENABLED,ACTIVEFLAG,OWNEDBY,MAINTBY,SUMFLOW,LASTUPDATE,LASTEDITOR,DOWNELEV,UPELEV,SLOPE,SHAPE_Length,geometry,ResourceID
734,1179-32,19890101,Vitrified Clay,15",Circular,,,MH-1179,MH-32,Sewage,True,True,Our Agency,Our Agency,,20150518121910,Esri,692.76,692.86,0.0657315893832137,152.13385365904514,"LINESTRING M (-88.12837281805433 41.77882761886123 0,-88.12835104437491 41.77841043544775 152.13385000000002)",67a9d942-dc69-4f90-9e42-94cce9ac964d
735,2076-2075,19600101,Vitrified Clay,8",Circular,,,MH-2076,MH-2075,Sewage,True,True,Our Agency,Our Agency,,20150518121910,Esri,739.3100000000001,739.69,0.397256591906651,95.6560590162349,"LINESTRING M (-88.12417760085239 41.77291522779202 0,-88.12425095005716 41.77292097596862 20.117390000000004,-88.12452636800637 41.77294256427844 95.65606000000001)",f4d9ca3c-d722-4ad7-9cd6-dcc0b24788cf
736,107-28,19790101,Vitrified Clay,15",Circular,,,MH-107,MH-28,Sewage,True,True,Our Agency,Our Agency,,20150518121910,Esri,698.3100000000001,698.92,0.156033626168007,390.94137269052766,"LINESTRING M (-88.1232388902037 41.785316455819874 0,-88.1232082862841 41.78519782305995 44.027150000000006,-88.12317546339752 41.7850705895727 91.24624000000001,-88.12313582191362 41.78491691526751 148.27795000000003,-88.12309638727184 41.784764056150905 205.00731000000002,-88.12305357920685 41.78459808967179 266.60069000000004,-88.1230122478677 41.784437870186544 326.06155000000007,-88.12297858112412 41.7843073685674 374.49356000000006,-88.12296715106508 41.78426304891492 390.94137000000006)",4c97ae2c-2a81-43a6-845f-e6edd907f0d7
737,1485-1782,19790101,Unknown,8",Circular,,,MH-1485,MH-1782,Sewage,True,True,Our Agency,Our Agency,,20150518121910,Esri,698.6800000000001,699.14,0.396573083845189,115.99375215782558,"LINESTRING M (-88.12475877534231 41.78423020022376 0,-88.12488251734621 41.784138348359036 47.53087000000001,-88.12490776444433 41.7841196090058 57.22829000000001,-88.12506075166837 41.78400604464109 115.99375000000002)",f32f01f6-29a9-428b-ba78-ad4f66e3947b
738,1783-2086,19790101,Vitrified Clay,15",Circular,,,MH-1783,MH-2086,Sewage,True,True,Our Agency,Our Agency,,20150518121910,Esri,695.76,696.08,0.152172210753083,210.28806666894462,"LINESTRING M (-88.12423969339534 41.78280899441644 0,-88.12426445522824 41.78280066881001 7.403570000000001,-88.12433809397889 41.7827759176734 29.419680000000003,-88.1244233356302 41.78274726290847 54.905330000000006,-88.12454281157814 41.78270710064276 90.62631000000002,-88.12459396802927 41.78268990393933 105.92113000000002,-88.12476143776212 41.78263361220657 155.99079000000003,-88.12486997514034 41.78259712662928 188.44144000000003,-88.12494304503355 41.78257256314771 210.28807000000003)",951a4873-9bc8-4da4-af6d-b08d1e8b122f
739,865-1652,19860101,Unknown,8",Circular,,,MH-865,MH-1652,Sewage,True,True,Private,Private,,20150518121910,Esri,702.5,705,11.1476091846696,22.426333383108158,"LINESTRING M (-88.15602412137437 41.79220415151881 0,-88.15594795089355 41.79222735508902 22.426330000000004)",d8d58d39-1faf-478d-8e80-c05f0bfa7269
740,1747-1150,20010101,Polyvinyl Chloride,8",Circular,,,MH-1747,MH-1150,Sewage,True,True,Our Agency,Our Agency,,20150518121910,Esri,680.94,682.93,1.41945237503589,140.1949114319226,"LINESTRING M (-88.15110629263407 41.77933047742682 0,-88.15110674402585 41.77932399282652 2.3661300000000005,-88.1511116973695 41.779252637894146 28.402290000000004,-88.15111532513625 41.77920040547373 47.46101000000001,-88.15111732783603 41.77917153850289 57.994040000000005,-88.15112428373179 41.779071358013155 94.54815,-88.15113297129766 41.77894625821211 140.19491000000002)",7a5d8572-0213-4ff6-ac5b-c824d6b4f5c2
741,573-282,19790101,Unknown,8",Circular,,,MH-573,MH-282,Sewage,True,True,Private,Private,,20150518121910,Esri,673.1,672.08,1.34393579804274,75.89648266572482,"LINESTRING M (-88.16693866019357 41.78369654842497 0,-88.16677376295192 41.783864327045066 75.89648000000001)",16b73581-cad6-427f-8765-c883e8faa6b5
742,1980-2377,19660101,Vitrified Clay,15",Circular,,,MH-1980,MH-2377,Sewage,True,True,Our Agency,Our Agency,,20150518121910,Esri,666.27,666.77,0.254635318719555,196.35924918596177,"LINESTRING M (-88.14953603328418 41.77297829430771 0,-88.14954881347562 41.77273822002727 87.55020000000002,-88.14955241141206 41.77267062283359 112.20151000000001,-88.1495547980046 41.77262583893167 128.53332000000003,-88.1495577261688 41.77257082325574 148.59641000000002,-88.14956060078282 41.77251686902303 168.27244000000002,-88.14956266492474 41.7724780207057 182.43959000000004,-88.14956469946345 41.772439851215374 196.35925000000003)",5eb37eaa-21cf-41ff-8e5b-2af42cf8cce7
743,208-281,19120101,Unknown,8",Circular,,,MH-208,MH-281,Sewage,True,True,Our Agency,Our Agency,,20150518121910,Esri,,679.9,4.73172910837982,143.689544440722,"LINESTRING M (-88.15208330383666 41.77304664057242 0,-88.15195946135617 41.773044378798666 33.79146000000001,-88.15175255250391 41.77304060267924 90.24825000000001,-88.15155669522034 41.77303702734739 143.68954000000002)",e63a6f99-8ef7-4c68-bd3e-a05ae6f8962a
744,1452-1988,19580101,Vitrified Clay,10",Circular,,,MH-1452,MH-1988,Sewage,True,True,Our Agency,Our Agency,,20150518121910,Esri,674.88,675.47,0.282675046130582,208.7202277230656,"LINESTRING M (-88.1645308369076 41.769748835859225 0,-88.16455534099585 41.76976060631276 7.942190000000001,-88.16477307702624 41.76986519630677 78.51429000000002,-88.1648015030733 41.76987885062241 87.72762000000002,-88.16501711981311 41.76998241873076 157.61197,-88.16503703673153 41.76999198727166 164.06766000000002,-88.16517480491945 41.770058162320524 208.72023000000004)",da656f45-2e01-4546-86d5-07e02920fb70
745,872-871,19580101,Vitrified Clay,10",Circular,,,MH-872,MH-871,Sewage,True,True,Our Agency,Our Agency,,20150518121910,Esri,677.762,,,146.91560149836505,"LINESTRING M (-88.1614690350668 41.76910809252146 0,-88.16168457065616 41.769132196968734 59.44921000000001,-88.16174239922431 41.769141213168126 75.56296,-88.16199729295441 41.76918514871557 146.9156)",b26ddb2a-e904-4055-b48e-c60b4c6a9c96
746,7-6,19580101,Vitrified Clay,10",Circular,,,MH-7,MH-6,Sewage,True,True,Our Agency,Our Agency,,20150518121910,Esri,676.995,686.01,7.74765197873492,116.35783363454603,"LINESTRING M (-88.16278940794868 41.7690932124029 0,-88.16318779641331 41.769207300363796 116.35783000000002)",f7542a7e-a925-4ecc-a289-25b5c9605e51
747,576-580,19700101,Unknown,8",Circular,,,MH-576,MH-580,Sewage,True,True,Our Agency,Our Agency,,20150518121910,Esri,,,,104.43884338569904,"LINESTRING M (-88.1800261689913 41.768985149710346 0,-88.18002703691485 41.76898229130922 1.06814,-88.18005368642488 41.76889465382377 33.819390000000006,-88.18009900923431 41.76874559942737 89.52275000000002,-88.18011114658788 41.768705686225964 104.43884000000001)",d770efb1-f2a7-4eaf-9bb2-7433033dab81
748,1753-290,19580101,Unknown,8",Circular,,,MH-1753,MH-290,Sewage,True,True,Our Agency,Our Agency,,20150518121910,Esri,689.134,691.644,5.28160652049449,47.52341906312607,"LINESTRING M (-88.16133623756562 41.76834529730161 0,-88.16134260514914 41.76847562926339 47.52342000000001)",af9f60e8-a03e-4d1a-9aaa-950746b7a756
749,12-873,19580101,Unknown,8",Circular,,,MH-12,MH-873,Sewage,True,True,Our Agency,Our Agency,,20150518121910,Esri,693.4590000000001,,,133.76435467334773,"LINESTRING M (-88.16259642169098 41.76827104383925 0,-88.16260790470061 41.7686380343652 133.76435)",f094323a-48de-499a-b366-4eaac37631ea
750,1163-1463,19680101,Unknown,8",Circular,,,MH-1163,MH-1463,Sewage,True,True,Our Agency,Our Agency,,20150518121911,Esri,682.47,,,152.96776669445163,"LINESTRING M (-88.18065464420539 41.76820111136337 0,-88.18044628525861 41.76819442099168 56.89206000000001,-88.18013717365685 41.76818449238675 141.29453,-88.18009440454065 41.76818347196088 152.96777000000003)",c13b1dfa-1fe7-48e1-b697-110e8f17a05c
751,876-878,19830101,Vitrified Clay,8",Circular,,,MH-876,MH-878,Sewage,True,True,Our Agency,Our Agency,,20150518121911,Esri,683.79,686.392,1.2948773942213,200.9456657141555,"LINESTRING M (-88.18243935621821 41.76816921746252 0,-88.18207012616931 41.767969645906064 124.23381000000002,-88.18200047946854 41.767926426700264 148.91176000000002,-88.18192030611621 41.76787855129704 176.88832000000002,-88.18185139931296 41.767837349793346 200.94567000000004)",16f54fa5-9146-48c6-8273-eb75dfc9718c
752,878-1166,19700101,Unknown,8",Circular,,,MH-878,MH-1166,Sewage,True,True,Our Agency,Our Agency,,20150518121911,Esri,683.502,683.79,0.47698494963308,60.379263585057444,"LINESTRING M (-88.18185139931296 41.767837349793346 0,-88.18163928865069 41.767790018656015 60.37926000000001)",827e90df-dc79-4c17-bfc7-a82579ce62ea
753,1760-1762,19780101,Unknown,8",Circular,,,MH-1760,MH-1762,Sewage,True,True,Our Agency,Our Agency,,20150518121911,Esri,683.3960000000001,685.51,0.960959118627995,219.98854675714858,"LINESTRING M (-88.1819706137293 41.76732016245566 0,-88.18199319938795 41.767187141630174 48.861450000000005,-88.18199322988143 41.76718695979654 48.928230000000006,-88.18202705167398 41.766988961791604 121.66424000000002,-88.18202705774853 41.76698893568901 121.67390000000002,-88.18205194971551 41.76678531843422 196.18002000000004,-88.18205198894645 41.76678500065693 196.29631000000003,-88.18205843827266 41.76672016123443 219.98855000000003)",6f819e6a-5d97-4d1e-9b95-121ada79e031
754,300-882,19780101,Unknown,8",Circular,,,MH-300,MH-882,Sewage,True,True,Our Agency,Our Agency,,20150518121911,Esri,,682.735,,67.20877120255406,"LINESTRING M (-88.18197065985072 41.76613241764575 0,-88.18172629942822 41.766108961474224 67.20877000000002)",af6e7068-eae5-419b-bc4c-a6e4df760f6c
755,1765-587,19220101,Vitrified Clay,12",Circular,,,MH-1765,MH-587,Sewage,True,True,Our Agency,Our Agency,,20150518121911,Esri,650.99,662.329,9.35099802585025,121.25978391455054,"LINESTRING M (-88.14784302975723 41.76578624459413 0,-88.14750051290667 41.76557415657721 121.25978000000002)",d6d5b2f1-d09d-4ed4-9c85-80a30ae63689
756,1176-1471,19840101,Vitrified Clay,8",Circular,,,MH-1176,MH-1471,Sewage,True,True,Private,Private,,20150518121911,Esri,,,,192.60293804042254,"LINESTRING M (-88.16889605876395 41.76859686404536 0,-88.16960181904841 41.76858217500993 192.60294000000002)",d604b0e9-c55c-4dcb-bbd6-b437f8fe18f5
757,304-293,19840101,Vitrified Clay,8",Circular,,,MH-304,MH-293,Sewage,True,True,Private,Private,,20150518121911,Esri,,,,180.8476024297906,"LINESTRING M (-88.1695633674628 41.76809596360142 0,-88.17011788539764 41.76789414711968 168.19995000000003,-88.17015958154026 41.767878971266626 180.84760000000003)",aaecaac4-1990-4c2f-9c73-c54fe0c38f2f
758,1231-1174,19680101,Reinforced Concrete,30",Circular,,,MH-1231,MH-1174,Sewage,True,True,Our Agency,Our Agency,,20150518121911,Esri,657.24,659.4,0.370317392131874,583.2834335879007,"LINESTRING M (-88.14620211202195 41.76683766289778 0,-88.14716701057706 41.765731941423134 481.27916000000005,-88.14737151181019 41.765497589670474 583.2834300000001)",79e58122-b31a-41d4-9489-fe7c3d541136
759,1242-862,19300101,Vitrified Clay,12",Circular,,,MH-1242,MH-862,Sewage,True,False,Our Agency,Our Agency,,20150518121911,Esri,,669.62,3.9420011639166153,169.86803711003785,"LINESTRING M (-88.14249866955916 41.76949080989758 0,-88.14310342212673 41.769601928291095 169.86804000000004)",271e2804-fb33-45a5-9225-f6a8bf2fe17c
760,862-389,19300101,Vitrified Clay,12",Circular,,,MH-862,MH-389,Sewage,True,False,Our Agency,Our Agency,,20150518121911,Esri,669.5500000000001,,-2.256972076707587,296.65852179116115,"LINESTRING M (-88.14310342212673 41.769601928291095 0,-88.14416599746708 41.769775202173804 296.65852000000007)",bca42f6d-37c5-43c1-90d1-67c4b44d0c55
761,1741-388,19300101,Unknown,8",Circular,,,MH-1741,MH-388,Sewage,True,False,Our Agency,Our Agency,,20150518121911,Esri,0,,-0,275.2830933226297,"LINESTRING M (-88.14278517868088 41.769295752318065 0,-88.14375446966044 41.769505924372666 275.28309)",0d208ffe-1071-4260-b035-7d7d85708b7c
762,2376-2051,19680101,Reinforced Concrete,30",Circular,,,MH-2376,MH-2051,Sewage,True,True,Our Agency,Our Agency,,20150518121911,Esri,,,-0,42.07408998204812,"LINESTRING M (-88.14659807743038 41.76920733662497 0,-88.14653216896794 41.76910294563427 42.074090000000005)",2c8862cc-cd6c-44f7-b372-f78d50fcac21
763,1221-1596,19790101,Unknown,8",Circular,,,MH-1221,MH-1596,Sewage,True,True,Our Agency,Our Agency,,20150518121911,Esri,0,724.1600000000001,534.855036274343,135.39369565336872,"LINESTRING M (-88.13889606151271 41.7843081952548 0,-88.13889364475605 41.78432810357849 7.284300000000001,-88.13888368312 41.78441008181733 37.27975000000001,-88.13887326733646 41.784495842607924 68.65907000000001,-88.13885917403472 41.78461186195005 111.10988000000002,-88.13885110965347 41.7846782302109 135.39370000000002)",4e7e8663-85f6-4dc5-914f-c4b6b49ad44b
764,2208-1472,19460101,Vitrified Clay,12",Circular,,,MH-2208,MH-1472,Sewage,True,True,Our Agency,Our Agency,,20150518121911,Esri,703.56,703.74,0.150504685106561,119.59760579720066,"LINESTRING M (-88.14552292104096 41.78588018851635 0,-88.14596008874739 41.7858543236576 119.59761000000002)",334e41d8-19f3-4790-aaa9-ed24ea299dd1
765,2071-1844,19940101,Polyvinyl Chloride,8",Circular,,,MH-2071,MH-1844,Sewage,True,True,Our Agency,Our Agency,,20150518121911,Esri,710.54,715.287,1.84791675506953,256.88386595214695,"LINESTRING M (-88.13124639746856 41.76483880848256 0,-88.13156341938546 41.7648466766173 86.53494,-88.13162627247691 41.764846569990034 103.68207000000001,-88.13218783620592 41.76484560609673 256.88387000000006)",126e8993-913b-467b-be87-d5715ba96bf5
766,1457-1685,19580101,Unknown,8",Circular,,,MH-1457,MH-1685,Sewage,True,True,Our Agency,Our Agency,,20150518121911,Esri,683.35,696.92,5.53565846911658,245.1379555965549,"LINESTRING M (-88.16514621107366 41.76930474201503 0,-88.16519270300783 41.769375308631815 28.671380000000003,-88.1652103058606 41.76947099005326 63.86586000000001,-88.16522918476923 41.76957360074443 101.60918000000001,-88.16524769133257 41.76967420397281 138.61398000000003,-88.16526582207777 41.76977274661203 174.86095000000003,-88.16530097253356 41.769963805011024 245.13796000000005)",76b42d22-a5f9-462d-a140-e56d768c19e6
767,2356-4,19680101,Unknown,8",Circular,,,MH-2356,MH-4,Sewage,True,True,Our Agency,Our Agency,,20150518121911,Esri,673.825,0,322.116259798951,209.18689432832994,"LINESTRING M (-88.17711956686489 41.769784288010676 0,-88.1771147555253 41.76977906745601 2.3111600000000005,-88.17710017037426 41.76976323991807 9.317790000000002,-88.17707976150966 41.769741084797225 19.124440000000003,-88.17704976961025 41.76970852102503 33.537530000000004,-88.17696827353436 41.76962004563129 72.69904000000001,-88.17692550797793 41.769573616828936 93.24953000000001,-88.17670527182122 41.76930150023946 209.18689000000003)",5ae7f318-0cab-441f-ad39-25209c0b880c
768,1175-967,19850101,Unknown,8",Circular,,,MH-1175,MH-967,Sewage,True,True,Our Agency,Our Agency,,20150518121911,Esri,721.63,722.26,0.246450321096691,255.62961216545702,"LINESTRING M (-88.12809915298641 41.76437422345941 0,-88.12776317483626 41.76502910321372 255.62961000000004)",32931091-901c-4de2-9f73-b45ab20cb4a3
769,629-630,19850101,Vitrified Clay,15",Circular,,,MH-629,MH-630,Sewage,True,True,Our Agency,Our Agency,,20150518121911,Esri,682.051,683.48,1.57933728926911,90.48098906480523,"LINESTRING M (-88.13477804986509 41.77365859820524 0,-88.13494292984409 41.77344313870611 90.48099000000002)",66f2e87d-8c86-451a-a6c9-3659c47c7c03
770,499-1073,19690101,Unknown,8",Circular,,,MH-499,MH-1073,Sewage,True,True,Our Agency,Our Agency,,20150518121911,Esri,685.27,685.1800000000001,0.0299404767765329,300.59641558738747,"LINESTRING M (-88.149990123861 41.78381380967175 0,-88.14999582691506 41.78366522204309 54.166340000000005,-88.14999662220487 41.783644481660644 61.72707000000001,-88.14999987863875 41.78355958627154 92.67494,-88.15000305806285 41.783476806610146 122.85157000000002,-88.15000539566016 41.7834159008131 145.05425000000002,-88.15001017624732 41.78329129195851 190.47932000000003,-88.15001164589607 41.783252983875464 204.44420000000002,-88.1500162588206 41.78313274871111 248.27488000000002,-88.1500169836654 41.78311392958803 255.13524000000004,-88.1500217680965 41.78298922169261 300.59642)",76f1d0b0-c1ef-4784-b300-b1dea026fd07
771,1073-775,19690101,Unknown,8",Circular,,,MH-1073,MH-775,Sewage,True,True,Our Agency,Our Agency,,20150518121911,Esri,686.1,685.27,0.369501040411085,224.62724301848579,"LINESTRING M (-88.1500217680965 41.78298922169261 0,-88.1500221881431 41.78297816320863 4.03124,-88.15002671149193 41.78285895430856 47.487410000000004,-88.15002737739255 41.7828414001 53.88658000000001,-88.15003300606459 41.78269310134194 107.94712000000001,-88.15003581245489 41.782619204050256 134.88551,-88.15003818711754 41.78255666504459 157.68336000000002,-88.15004254397114 41.78244183073195 199.54482000000002,-88.1500431734065 41.78242525065627 205.58889000000002,-88.15004515540042 41.78237302467696 224.62724000000003)",d748182e-308f-40f9-b636-a5dac13d409d
772,1386-1991,19920101,Unknown,8",Circular,,,MH-1386,MH-1991,Sewage,True,True,Our Agency,Our Agency,,20150518121911,Esri,682.73,686.6,2.33597405986913,165.6696478991217,"LINESTRING M (-88.16525908905311 41.78238919438432 0,-88.16584920429034 41.78228140939547 165.66965000000002)",427766d6-24ef-4c1c-afcf-17a517e7f85c
773,2316-525,19750101,Unknown,8",Circular,,,MH-2316,MH-525,Sewage,True,True,Our Agency,Our Agency,,20150518121911,Esri,685.3100000000001,686.09,0.607510744890626,128.39279083705995,"LINESTRING M (-88.1538931223387 41.78214416122473 0,-88.1538776985541 41.782144982574245 4.217300000000001,-88.15384772322591 41.78214658161164 12.413460000000002,-88.15366252946093 41.78215645453358 63.05091000000001,-88.15342355807155 41.78216919614549 128.39279000000002)",27541542-00be-409a-86fb-3c8fb392b8b9
774,525-1993,19750101,Unknown,8",Circular,,,MH-525,MH-1993,Sewage,True,True,Our Agency,Our Agency,,20150518121911,Esri,684.75,685.3100000000001,0.394941337440544,141.79321000659965,"LINESTRING M (-88.15342355807155 41.78216919614549 0,-88.1531181840195 41.78214537923032 83.73823000000002,-88.15290647105348 41.782128866517446 141.79321000000002)",a38d7918-c22c-43c4-a7e1-14d1ea25291b
775,523-1095,19920101,Unknown,8",Circular,,,MH-523,MH-1095,Sewage,True,True,Private,Private,,20150518121911,Esri,687.54,688.61,0.44326354778796,241.3913811184615,"LINESTRING M (-88.16490579972226 41.781557096443805 0,-88.16518768840854 41.78218505058324 241.39138000000003)",7af76ba8-febc-4011-b965-74ceca9bb071
776,1389-523,19920101,Unknown,8",Circular,,,MH-1389,MH-523,Sewage,True,True,Private,Private,,20150518121911,Esri,688.61,687.54,0.430543773646141,248.52292972176878,"LINESTRING M (-88.16409971771088 41.78123908046077 0,-88.16490579972226 41.781557096443805 248.52293000000003)",ec84acca-9a3e-44f4-9e37-dbb534551e7d
777,223-1387,19790101,Unknown,8",Circular,,,MH-223,MH-1387,Sewage,True,True,Our Agency,Our Agency,,20150518121912,Esri,686.71,687.42,0.359562466338534,197.46221212406704,"LINESTRING M (-88.16552589163904 41.781213564580845 0,-88.16584100112654 41.78170144219509 197.46221000000003)",0444b2d2-2a56-4c58-aa46-e7befb2d3458
778,1693-280,19850101,Vitrified Clay,8",Circular,,,MH-1693,MH-280,Sewage,True,True,Private,Private,,20150518121912,Esri,689.14,690.74,0.403446078645161,396.583356411119,"LINESTRING M (-88.16055893456605 41.7801751786355 0,-88.16044038442082 41.780170971168005 32.370520000000006,-88.15965740950229 41.78014317368225 246.16467000000003,-88.15910653403877 41.78012361205307 396.5833600000001)",12818094-ca09-454f-be50-27787051ddb2
779,530-1107,19980101,Polyvinyl Chloride,6",Circular,,,MH-530,MH-1107,Sewage,True,True,Private,Private,,20150518121912,Esri,695.8100000000001,696.36,0.983887068987932,55.90072451768485,"LINESTRING M (-88.16225585044288 41.77975041464659 0,-88.16216712275028 41.77988870252754 55.90072000000001)",d59e1852-f2db-45c9-9180-8e33564108c4
780,762-2314,19630101,Vitrified Clay,15",Circular,,,MH-762,MH-2314,Sewage,True,True,Our Agency,Our Agency,,20150518121912,Esri,687.326,688.94,0.365396853207006,441.71152155097025,"LINESTRING M (-88.15240519997066 41.78506704523374 0,-88.15240795824184 41.78497253584298 34.446600000000004,-88.15242776119511 41.78483233289097 85.81999000000002,-88.15244686686994 41.78469707632551 135.38096000000002,-88.15245692666927 41.78462583118244 161.48662000000002,-88.1524658117577 41.78456292874698 184.53545000000003,-88.15247863559125 41.78447211497328 217.81149000000002,-88.15248456506274 41.78443014761072 233.18929000000003,-88.1525022087235 41.78430522668658 278.96299000000005,-88.15250315135518 41.78429855198279 281.40874,-88.15252097038828 41.784172413138464 327.62881000000004,-88.15252738594596 41.784126968436276 344.28064000000006,-88.15255818838364 41.783935318931285 414.61947000000004,-88.15257172403466 41.78386166356523 441.71152000000006)",bfb0c9ac-767b-49d8-b666-bdc4ed6498a8
781,1957-1068,19870101,Unknown,6",Circular,,,MH-1957,MH-1068,Sewage,True,True,Private,Private,,20150518121912,Esri,690.32,692.67,1.67281176973754,140.48203405267898,"LINESTRING M (-88.15684639132843 41.790409756762564 0,-88.15684710348887 41.79002423205066 140.48203)",78b94f15-caab-49c9-85d0-fb9acd62ef24
782,1068-745,19870101,Unknown,6",Circular,,,MH-1068,MH-745,Sewage,True,True,Private,Private,,20150518121912,Esri,685.4,690.32,2.94406644932082,167.11579322997648,"LINESTRING M (-88.15684710348887 41.79002423205066 0,-88.15719957868686 41.789995532844806 96.68906000000001,-88.15723496889886 41.78999265371971 106.39702000000001,-88.15745631593617 41.78997462992113 167.11579000000003)",b0c88644-7515-4a32-84f3-5e01614dc01e
783,2271-494,19910101,Unknown,8",Circular,,,MH-2271,MH-494,Sewage,True,True,Private,Private,,20150518121912,Esri,695.52,696.4300000000001,0.45764492021273,198.84411687055734,"LINESTRING M (-88.15573336583901 41.78501354916403 0,-88.1564036319462 41.78522829876456 198.84412000000003)",bfcd9cd3-112b-4d6b-87e8-e482372ee166
784,1065-1649,19910101,Unknown,8",Circular,,,MH-1065,MH-1649,Sewage,True,True,Private,Private,,20150518121912,Esri,0,693.9,373.825634318305,185.62129942355872,"LINESTRING M (-88.15667723014096 41.785336431936365 0,-88.15727749041159 41.78557654991476 185.62130000000002)",1b7e5aa5-f2d3-4146-b786-05a766da5b2b
785,1956-494,19910101,Unknown,6",Circular,,,MH-1956,MH-494,Sewage,True,True,Private,Private,,20150518121912,Esri,695.52,0,1590.53243035209,43.728753134951006,"LINESTRING M (-88.15646428726504 41.78511721181904 0,-88.1564036319462 41.78522829876456 43.728750000000005)",6762744f-df68-4d46-86c7-362e9fdef09b
786,180-1065,19910101,Unknown,Unknown,Circular,,,MH-180,MH-1065,Sewage,True,True,Private,Private,,20150518121912,Esri,693.9,0,1605.74551007013,43.21357249005753,"LINESTRING M (-88.15676106674411 41.78523580037191 0,-88.15667723014096 41.785336431936365 43.213570000000004)",649634db-9846-49e8-8aae-8502c9c42cf4
787,765-1067,19800101,Vitrified Clay,8",Circular,,,MH-765,MH-1067,Sewage,True,True,Private,Private,,20150518121912,Esri,697.76,700.4300000000001,1.72995817650517,154.33899132716928,"LINESTRING M (-88.15326507876381 41.78599613215979 0,-88.15269952671305 41.785980864654505 154.33899000000002)",2f7ccf6b-d7fd-42e1-95db-ceec6cb2a8de
788,1067-1348,19800101,Vitrified Clay,8",Circular,,,MH-1067,MH-1348,Sewage,True,True,Private,Private,,20150518121912,Esri,690.36,697.76,6.62852622715062,111.63869231880498,"LINESTRING M (-88.15269952671305 41.785980864654505 0,-88.15229038628904 41.78597108196167 111.63869000000001)",cbc7c829-37fb-453a-b89e-2c1b9630ffc0
789,1960-1954,19690101,Vitrified Clay,12",Circular,,,MH-1960,MH-1954,Sewage,True,True,Our Agency,Our Agency,,20150518121912,Esri,678.57,679.37,0.345091632675991,231.82248546462978,"LINESTRING M (-88.16085655040948 41.7856525375553 0,-88.16127520666952 41.785594497710015 116.11977000000002,-88.16169235789542 41.78553666207336 231.82249000000004)",0ca01b8f-da94-4da1-8cac-67761ab14708
790,1059-184,19690101,Vitrified Clay,12",Circular,,,MH-1059,MH-184,Sewage,True,True,Our Agency,Our Agency,,20150518121912,Esri,677.03,677.72,0.233630458096468,295.33820445412385,"LINESTRING M (-88.1629865079052 41.78525238738689 0,-88.16399737178712 41.78496169439499 295.33820000000003)",f7f6f4d9-7798-457a-8d14-712a8d4a6c4d
791,1352-16396,19860101,Unknown,8",Circular,,,MH-1352,16396,Sewage,True,True,Private,Private,,20150518121912,Esri,0,702,1161.65342691472,60.4311048144945,"LINESTRING M (-88.15546043736886 41.792416232682044 0,-88.15546043951402 41.79243939177565 8.43898,-88.1554604264387 41.79258207379037 60.43110000000001)",1d65ac86-4d4a-4abc-9e38-860869921fbe
792,2275-1656,19860101,Unknown,8",Circular,,,MH-2275,MH-1656,Sewage,True,True,Private,Private,,20150518121912,Esri,703,705.5,7.80489159193815,32.03119441892447,"LINESTRING M (-88.15536419930443 41.792869284020945 0,-88.15541951751803 41.79284937178254 16.739230000000003,-88.15547005332918 41.792831181707 32.03119)",40b07fdb-c7ae-49ff-8216-36daf78954ae
793,1654-1959,19860101,Unknown,8",Circular,,,MH-1654,MH-1959,Sewage,True,True,Private,Private,,20150518121912,Esri,702,704.5,8.12117367474703,30.78372782217191,"LINESTRING M (-88.1550602904056 41.7923710616667 0,-88.15502023464941 41.7923859725085 12.199750000000002,-88.15495921700142 41.79240868573446 30.783730000000006)",2f41d161-a1b4-42f4-b02a-976eecc9c540
794,1959-2357,19860101,Unknown,8",Circular,,,MH-1959,2357,Sewage,True,True,Private,Private,,20150518121912,Esri,0,702,1145.03631042623,61.308099455700834,"LINESTRING M (-88.15495921700142 41.79240868573446 0,-88.15495911522946 41.79242673421663 6.576770000000001,-88.15495825125592 41.79257693202526 61.30810000000001)",938cca27-856d-48aa-9ab6-ffcd38f2dfb4
795,173-1949,19760101,Unknown,8",Circular,,,MH-173,MH-1949,Sewage,True,True,Our Agency,Our Agency,,20150518121912,Esri,679.9399999999999,690.1800000000001,3.01226642712194,339.94336980954546,"LINESTRING M (-88.16126282958585 41.78723919323372 0,-88.16134799463619 41.78712814045329 46.65829000000001,-88.16148248880498 41.78695276300994 120.34222000000001,-88.16154482465757 41.786871479712424 154.49313000000004,-88.16161382900678 41.78678149534413 192.29919000000004,-88.16167691178826 41.78669923799662 226.85936000000004,-88.16173675186153 41.78662120567114 259.64406,-88.16180178879004 41.78653639954512 295.27504000000005,-88.16185501672255 41.78646698995547 324.4370200000001,-88.1618833207192 41.78643008313647 339.9433700000001)",4a38220a-0c9c-4ed4-a0a9-86464e8e4ff7
796,1055-730,19690101,Unknown,8",Circular,,,MH-1055,MH-730,Sewage,True,True,Our Agency,Our Agency,,20150518121912,Esri,673.18,0,1028.66543136259,65.44207469947665,"LINESTRING M (-88.16659654128182 41.78616812438278 0,-88.16678698378412 41.78612753497874 54.002680000000005,-88.16682732574955 41.78611893827207 65.44207000000002)",9de651ce-f1b5-44ad-93b2-4e2a10d7b0c3
