OBJECTID,FACILITYID,INSTALLDATE,MATERIAL,LINETYPE,LOCDESC,DIAMETER,DISTANCE,WATERTYPE,ENABLED,ACTIVEFLAG,OWNEDBY,MAINTBY,LASTUPDATE,LASTEDITOR,SHAPE_Length,geometry
102,59236,000000,Vitrified Clay,,226 N Sleight St ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,58.706851496090636,"LINESTRING (-88.140384988032 41.77812308154373,-88.14037567403422 41.77822632046846,-88.14037048937247 41.77828382516875)"
103,59248,000000,Vitrified Clay,,404 Dillman Ct ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,44.85669818107685,"LINESTRING (-88.13084540665386 41.77956329896078,-88.1308897720293 41.77950411614885,-88.13092588346204 41.779455943723676)"
104,59249,000000,Vitrified Clay,,,6",,Sewage,True,True,Private,Private,20100421101513,Esri,43.9263729053222,"LINESTRING (-88.13089031943609 41.77378557440227,-88.13101467306194 41.773780403873005,-88.13105110726326 41.77377888968848)"
105,59250,000000,Vitrified Clay,,1047 Mattande Ln ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,44.57373621777441,"LINESTRING (-88.13143724234686 41.77981023327965,-88.13150708626962 41.77971706037998,-88.13151694325178 41.77970344439839)"
106,59251,000000,Vitrified Clay,,316 S Wright St ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,101.4739209732537,"LINESTRING (-88.1388417748748 41.77108104925388,-88.13850092674699 41.771141958541584,-88.13847991386422 41.77114559459243)"
107,59252,000000,Vitrified Clay,,561 Plank Rd ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,42.809943879075874,"LINESTRING (-88.13293234225854 41.781618495385516,-88.1328641725353 41.781525207817964,-88.13285461076264 41.78151665299303)"
108,59259,000000,Vitrified Clay,,557 Plank Rd ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,36.02897486365709,"LINESTRING (-88.13311318416946 41.78151971946641,-88.13305739611633 41.78144258358841,-88.13304779097236 41.78143404581069)"
109,59261,000000,Vitrified Clay,,403 Dillman Ct ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,38.472403415072684,"LINESTRING (-88.13123342405406 41.77968640904206,-88.13112935144007 41.7796452972178,-88.13110968886083 41.779635833107726)"
110,59265,000000,Vitrified Clay,,133 S Sleight St ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,87.02870253796098,"LINESTRING (-88.1412752388768 41.772948637702285,-88.14109517690564 41.77294227981092,-88.14095646632566 41.77293889996116)"
111,59267,000000,Vitrified Clay,,1162 Peachtree Ct ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,68.11753738126252,"LINESTRING (-88.12843678043623 41.77596310080661,-88.12857139809907 41.776039335996686,-88.12859464744123 41.77605250383116,-88.12859475265414 41.77601374876805)"
112,59274,000000,Vitrified Clay,,981 E Porter Av ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,135.75691308940125,"LINESTRING (-88.13216969416828 41.769721722439655,-88.13199685801037 41.769372353726816)"
113,59280,000000,Vitrified Clay,,439 E Hillside Rd ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,127.5405064586962,"LINESTRING (-88.14105590266412 41.766719901157096,-88.14094387025362 41.76655271298604,-88.1408462645707 41.76640705139307)"
114,59288,000000,Vitrified Clay,,484 S Columbia St ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,107.49149677542816,"LINESTRING (-88.1365064319232 41.76757512892237,-88.13611240245179 41.76757541391556)"
115,59290,000000,Vitrified Clay,,500 White Oak Dr ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,112.7611517552296,"LINESTRING (-88.13351607215684 41.7686105980727,-88.13378506877623 41.76858347750726,-88.13392572660533 41.768569294272204)"
116,59301,000000,Vitrified Clay,,940 Prairie Av ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,108.39711761450725,"LINESTRING (-88.13272379916783 41.76698836612885,-88.13272331367932 41.76720790758775,-88.13272314064946 41.76728584107945)"
117,59302,000000,Vitrified Clay,,555 Prairie Av ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,101.98080364347199,"LINESTRING (-88.13854570532894 41.76764247534002,-88.13889318302535 41.767629399979995,-88.13891908267489 41.76763002814518)"
118,59303,000000,Vitrified Clay,,470 Prairie Av ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,108.56788580416983,"LINESTRING (-88.14005739190998 41.76747489439753,-88.1403106173408 41.76770474480338)"
119,59304,000000,Cast Iron,,503 White Oak Dr ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,106.28640660685073,"LINESTRING (-88.13431300938693 41.768537418496415,-88.13392827451204 41.768583454229685)"
120,59305,000000,Vitrified Clay,,417 S Julian St ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,102.53771211874461,"LINESTRING (-88.13615479797795 41.769527151675476,-88.13650054238535 41.769468451004784,-88.1365213705206 41.76946491313797)"
121,59306,000000,Vitrified Clay,,353 S Wright St ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,98.02095595489739,"LINESTRING (-88.13921361351139 41.77009277444482,-88.13953769650256 41.77003762859769,-88.13956363019837 41.77003206306706)"
122,59316,000000,Vitrified Clay,,657 S Loomis St ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,90.19763848715334,"LINESTRING (-88.1422547207354 41.76412948550836,-88.14209136643471 41.7641301438005,-88.14192410728053 41.76413081786431)"
123,59319,000000,Vitrified Clay,,653 S Sleight St ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,91.75142382475717,"LINESTRING (-88.14118378900291 41.76426270569497,-88.14103421219538 41.76426344404817,-88.14084748200378 41.76426436576874)"
124,59326,000000,Vitrified Clay,,363 S Sleight St ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,91.52535575580806,"LINESTRING (-88.14053942683235 41.76960245967896,-88.14086370283849 41.769549936772876,-88.14086734522303 41.76954931982221)"
125,59328,000000,Vitrified Clay,,360 S Sleight St ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,91.54058208893123,"LINESTRING (-88.13980815434415 41.76970914796148,-88.13949552925826 41.76976337302584,-88.13948124343186 41.76976584833531)"
126,59331,000000,Vitrified Clay,,4036 Juneberry Rd ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,81.1923413825501,"LINESTRING (-88.13343269018098 41.76507638057418,-88.1334424277765 41.764889207955655,-88.13344427203852 41.76485373226645)"
127,59341,000000,Vitrified Clay,,992 Sylvan Cr ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,88.24183652063927,"LINESTRING (-88.13185465752501 41.76811651337674,-88.13187056807585 41.76829201878357,-88.13187655981356 41.768358120569914)"
128,59343,000000,Vitrified Clay,,915 E Hillside Rd ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,77.63768444078714,"LINESTRING (-88.13195599593682 41.76628102236796,-88.13194384218312 41.76615411440417,-88.13193489766903 41.76606854782749)"
129,59357,000000,Vitrified Clay,,909 E Hillside Rd ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,74.46812510553028,"LINESTRING (-88.13233058269766 41.76626889761945,-88.13234257543138 41.76615441466016,-88.13235105003706 41.7660651105582)"
130,59359,000000,Vitrified Clay,,432 S Julian St ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,78.7033433880208,"LINESTRING (-88.13545632307545 41.76953933205248,-88.13567033691926 41.76950441695342,-88.1357382169613 41.769493342182194)"
131,59372,000000,Vitrified Clay,,810 E Hillside Rd ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,68.56125858709045,"LINESTRING (-88.13509402438585 41.76573252539937,-88.13530068176993 41.7657099989978,-88.13534271891926 41.76570541745747)"
132,59389,000000,Vitrified Clay,,620 S Wright St ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,57.63210258260369,"LINESTRING (-88.13715936427198 41.765447908469,-88.13735205909633 41.76544823731939,-88.1373706177183 41.765448268974225)"
133,59392,000000,Vitrified Clay,,444 E Hillside Rd ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,58.88161930184447,"LINESTRING (-88.1406899895712 41.76628496105861,-88.14078006616229 41.76641938891805,-88.1407867709767 41.76642939510845)"
134,59393,000000,Vitrified Clay,,450 E Hillside Rd ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,56.40139415478072,"LINESTRING (-88.14041025482265 41.76637842948819,-88.14045787980785 41.76651025628181,-88.14046423355678 41.766527843876545)"
135,59394,000000,Vitrified Clay,,1015 Sylvan Cr ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,97.3822736139134,"LINESTRING (-88.13091920088496 41.76867566766327,-88.13091224630362 41.76840847125996)"
136,59404,000000,Vitrified Clay,,624 S Sleight St ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,48.290373980668164,"LINESTRING (-88.1406393453138 41.76532972182766,-88.14079956837855 41.76536978838096,-88.14080723770392 41.765371708206324)"
137,59405,000000,Vitrified Clay,,40 E Hillside Rd ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,42.29739958034309,"LINESTRING (-88.14621908614615 41.765623244588774,-88.1461614538678 41.76573100457846)"
138,59433,000000,Vitrified Clay,,1249 Edward Rd ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,111.07381494981921,"LINESTRING (-88.12160264204333 41.768347851696255,-88.12167999022844 41.76804858150476)"
139,59454,000000,Vitrified Clay,,1125 Mary Ln ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,112.21601136434968,"LINESTRING (-88.12718973738306 41.77018293950631,-88.12729890768759 41.76988602674127)"
140,59520,000000,Vitrified Clay,,1214 Cheshire Av ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,72.68872818912142,"LINESTRING (-88.12403593633974 41.76844918756535,-88.124302367708 41.76845196943655)"
141,59521,000000,Vitrified Clay,,403 Stafford Av ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,69.91294255922023,"LINESTRING (-88.12601655810995 41.768616600797515,-88.12598565938276 41.768778226234495,-88.12597738770549 41.76880613791867)"
142,59523,000000,Vitrified Clay,,1254 Cheshire Av ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,65.47068134795406,"LINESTRING (-88.12108047502323 41.768771953121224,-88.12105893244109 41.76893730220875,-88.12105718021907 41.768950776529955)"
143,60004,000000,Vitrified Clay,,1321 N Washington St ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,60.11341233096925,"LINESTRING (-88.14740337463341 41.79128822497383,-88.14721093472176 41.79128322068004,-88.14718305492195 41.7912829666248)"
144,60008,000000,Vitrified Clay,,720 Century Farm Ln ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,68.98527076555679,"LINESTRING (-88.15965818970983 41.79600808523292,-88.1596895155718 41.7961726536833,-88.15969386596619 41.79619550961051)"
145,60013,000000,Vitrified Clay,,996 Belaire Ct ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,65.7778321975351,"LINESTRING (-88.16308798315079 41.78672754362824,-88.16316552298285 41.78688593946321,-88.16317095771694 41.78689703997397)"
146,60015,000000,Vitrified Clay,,816 Zaininger Av ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,61.47618276887591,"LINESTRING (-88.16409476277302 41.78753512528657,-88.1640707381208 41.78768294193595,-88.1640675441015 41.787702600235164)"
147,60016,000000,Vitrified Clay,,724 Burning Tree Ln ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,66.65238040383471,"LINESTRING (-88.1617139663704 41.78827958171103,-88.16168451347258 41.788450091454415,-88.16168263292667 41.788460986624365)"
148,60018,000000,Vitrified Clay,,1404 Royal St George Dr ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,62.17780078983191,"LINESTRING (-88.15902838295754 41.79268024293362,-88.15914326454933 41.79280677566404,-88.15915652554439 41.792821381620655)"
149,60019,000000,Vitrified Clay,,826 W Bauer Rd ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,67.6018484656418,"LINESTRING (-88.16515762127344 41.79419418304173,-88.16520477689348 41.79436293108419,-88.16520836722707 41.79437577458502)"
150,60020,000000,Vitrified Clay,,1512 Maple Hills Ct ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,80.13304312363853,"LINESTRING (-88.16127088742304 41.79529894068413,-88.1614337936647 41.79518121568962,-88.1615011949446 41.79518129761604)"
151,60023,000000,Vitrified Clay,,1124 N West St ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,56.36421850126063,"LINESTRING (-88.15725537082882 41.78928166220946,-88.15744513168563 41.7892851500751,-88.1574619917031 41.78928545860018)"
152,60024,000000,Vitrified Clay,,941 N Webster St ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,55.20473735075598,"LINESTRING (-88.14994181578754 41.78685444410962,-88.14993788013295 41.78692177230109,-88.1499329717635 41.787005797952865)"
153,60027,000000,Vitrified Clay,,1551 Wedgefield Cr ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,50.076982335225836,"LINESTRING (-88.15759321786176 41.795154594730796,-88.15776363374039 41.79515754467553,-88.15777681382104 41.79515777370113)"
154,60029,000000,Vitrified Clay,,1533 Wedgefield Cr ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,50.0899864262098,"LINESTRING (-88.15758176879899 41.79578119225896,-88.15775439784292 41.795771335271944,-88.15776493091477 41.795770733722264)"
155,60032,000000,Vitrified Clay,,1336 Royal St George Dr ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,53.332865924146596,"LINESTRING (-88.1595977152144 41.79241090064369,-88.15969763926223 41.792521312647196,-88.15970738673478 41.79253208489476)"
156,60033,000000,Vitrified Clay,,830 W Bauer Rd ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,57.18368775288958,"LINESTRING (-88.16544342193097 41.794178668281766,-88.16548288616076 41.794319889940056,-88.16548634539689 41.79433227495704)"
157,60034,000000,Vitrified Clay,,450 Laura Ct ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,53.908752498842695,"LINESTRING (-88.1548798745238 41.78913644286877,-88.15496252540403 41.78922549454505,-88.15496172107673 41.78924874333589,-88.15496115870641 41.789264996692054)"
158,60035,000000,Vitrified Clay,,1514 Wedgefield Cr ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,46.32899257784754,"LINESTRING (-88.15860134097531 41.795504288476224,-88.15863426489925 41.79561673147526,-88.1586377053556 41.79562848281273)"
159,60036,000000,Vitrified Clay,,1535 Wedgefield Cr ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,49.05571725780972,"LINESTRING (-88.15758438814919 41.79571379886779,-88.15775291785125 41.79573697974858,-88.15776145297322 41.79573662274479)"
160,60038,000000,Vitrified Clay,,466 Laura Ct ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,39.65814635966177,"LINESTRING (-88.15582652472588 41.78920898668391,-88.15583443945833 41.78930281840052,-88.15583568955341 41.7893176042706)"
161,61849,000000,Vitrified Clay,,1025 Elizabeth Av ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,122.4012400342923,"LINESTRING (-88.13021056739669 41.77090543674684,-88.13031632305113 41.77057899305898)"
162,61851,000000,Vitrified Clay,,211 E Chicago Av ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,121.55685292074418,"LINESTRING (-88.14407682805562 41.772215310479965,-88.1440356173618 41.77198869382096,-88.14400597550532 41.771886185318216)"
163,61855,000000,Vitrified Clay,,1013 E Benton Av ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,112.93387849570233,"LINESTRING (-88.13097433130899 41.77639192344367,-88.1311640754753 41.77636250137417,-88.13137975998752 41.776329056749425)"
164,61856,000000,Vitrified Clay,,325 S Sleight St ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,119.02159482411074,"LINESTRING (-88.1407339065875 41.770556628520005,-88.1411483072935 41.770492418773586,-88.14116105341957 41.770490055028155)"
165,61859,000000,Vitrified Clay,,945 Elizabeth Av ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,114.99636410056874,"LINESTRING (-88.13319142233563 41.771128572451715,-88.13332194743074 41.77082849490485)"
166,61860,000000,Vitrified Clay,,1005 Anne Rd ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,113.67773117633925,"LINESTRING (-88.13191844149746 41.77195113020728,-88.13194191649904 41.77163965882236)"
167,61863,000000,Vitrified Clay,,851 Mt Vernon Ct ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,114.07088401169315,"LINESTRING (-88.13563942927343 41.78506017078056,-88.13542756593614 41.78504278916832,-88.13522365840127 41.785026061942524)"
168,61864,000000,Vitrified Clay,,520 E 8th Av ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,144.01393852073002,"LINESTRING (-88.1390843068122 41.78336462773769,-88.1386971437962 41.78332936344061,-88.1385600990897 41.78331710864303)"
169,61865,000000,Vitrified Clay,,125 S Brainard St ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,107.85735650604914,"LINESTRING (-88.14413860355536 41.77329285195893,-88.14388792109365 41.77328541874019,-88.14374350760576 41.77328113338764)"
170,61866,000000,Vitrified Clay,,1029 Anne Rd ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,102.55607271721259,"LINESTRING (-88.12978314425067 41.7717180820462,-88.1298481739251 41.77144087873098)"
171,61868,000000,Vitrified Clay,,945 Anne Rd ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,109.28732360837309,"LINESTRING (-88.13320407246891 41.77180458533425,-88.13315305498892 41.77150710882483)"
172,61869,000000,Vitrified Clay,,21 E Franklin Av ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,108.27443041296624,"LINESTRING (-88.14668978847047 41.7762520667978,-88.14643683625175 41.77624472098672,-88.14629313371282 41.776240546237794)"
173,61870,000000,Vitrified Clay,,505 N Columbia St ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,108.24734993069994,"LINESTRING (-88.13761715697012 41.78085671556044,-88.1376342174854 41.78063325654049,-88.13763980351216 41.780560135876854)"
174,61873,000000,Vitrified Clay,,823 Fairwinds Ct ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,110.71071848128466,"LINESTRING (-88.13497714098335 41.783709784053734,-88.13477994394368 41.783770361937634,-88.13460644007505 41.78383323857731)"
175,61874,000000,Vitrified Clay,,837 Lyndhurst Ct ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,100.35649377563908,"LINESTRING (-88.13227382080302 41.784002532180715,-88.1321063228112 41.7839872550946,-88.13190855386091 41.78396921910674)"
176,61877,000000,Vitrified Clay,,316 E Benton Av ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,98.31765781066348,"LINESTRING (-88.14330362542414 41.77468844812298,-88.14329332415605 41.77489809161824,-88.14329037945524 41.77495807979208)"
177,61878,000000,Vitrified Clay,,1080 Catherine Av ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,112.29061573433874,"LINESTRING (-88.12969444321665 41.772197897336035,-88.12970811485395 41.772470154781544,-88.12970692308768 41.77250585390899)"
178,61879,000000,Vitrified Clay,,1052 Catherine Av ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,92.69349260189469,"LINESTRING (-88.13079331584086 41.77265399426512,-88.13052292123255 41.77265825949104,-88.13045358268826 41.77265945700509)"
179,61881,000000,Vitrified Clay,,151 N Ellsworth St ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,98.41876682133632,"LINESTRING (-88.14531676502607 41.777316595035074,-88.14513172996453 41.77731146522745,-88.14495618573092 41.77730659738337)"
180,61882,000000,Vitrified Clay,,340 S Wright St ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,93.97451714162035,"LINESTRING (-88.13862203249761 41.77051543274078,-88.13830230031212 41.77057607470781,-88.13828808695662 41.7705787705808)"
181,62817,000000,Vitrified Clay,,822 N Washington St ,6",,Sewage,True,True,Private,Private,20100421101513,Esri,106.60662294177942,"LINESTRING (-88.14688507114504 41.784892136618204,-88.14724748048461 41.784902680405885,-88.14727566745528 41.78490350036964)"
182,62819,000000,Vitrified Clay,,,6",,Sewage,True,True,Private,Private,20100421101513,Esri,90.2059815293675,"LINESTRING (-88.15899341260223 41.78033794656026,-88.15898619800474 41.78019571155399,-88.15903120815032 41.78009603582147)"
