OBJECTID,FACILITYID,INSTALLDATE,MATERIAL,LINETYPE,LOCDESC,DIAMETER,DISTANCE,WATERTYPE,ENABLED,ACTIVEFLAG,OWNEDBY,MAINTBY,LASTUPDATE,LASTEDITOR,SHAPE_Length,geometry
4622,87823,000000,Vitrified Clay,,,6",,Sewage,True,True,Private,Private,20100421101516,Esri,125.47400919582329,"LINESTRING (-88.15014350098289 41.774395539919766,-88.15014081411367 41.77419175084937,-88.15013896000039 41.77405121727499)"
4623,87825,000000,Vitrified Clay,,670 W 5th Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,124.64321430686242,"LINESTRING (-88.16045362632632 41.779829061077514,-88.1604501252902 41.779951567326506,-88.16044038442082 41.780170971168005)"
4624,87828,000000,Vitrified Clay,,230 S West St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,184.37044433185918,"LINESTRING (-88.1577957781229 41.77246681354589,-88.15795653557093 41.77247303116383,-88.15804955937155 41.772477459757305,-88.15806196233083 41.77216190637513)"
4625,87829,000000,Vitrified Clay,,339 Pearson Cr ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,114.79421036180744,"LINESTRING (-88.15388277955842 41.78299842452537,-88.15364494230535 41.783004545298475,-88.15346212787723 41.78300924813249)"
4626,87831,000000,Vitrified Clay,,219 N Fremont St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,113.10529748787096,"LINESTRING (-88.15901847136718 41.77796507894361,-88.15879217730857 41.777944715795826,-88.15860676054535 41.777928031136916)"
4627,87832,000000,Vitrified Clay,,221 W Jefferson Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,104.57773984568784,"LINESTRING (-88.15195370118354 41.773331340080375,-88.15195946135617 41.773044378798666)"
4628,87835,000000,Vitrified Clay,,60 S Parkway Dr ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,100.79856151498115,"LINESTRING (-88.16304692677708 41.77403248621046,-88.16339938759607 41.77399141215016,-88.16341206149832 41.773989935390475)"
4629,87842,000000,Vitrified Clay,,111 W Franklin Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,81.30302905960139,"LINESTRING (-88.1501059505376 41.776439143853025,-88.15011127972913 41.77647988840537,-88.15011040878477 41.7766620683964)"
4630,87843,000000,Vitrified Clay,,223 Douglas Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,90.2579755930478,"LINESTRING (-88.15162471757841 41.777438849993764,-88.15163529494498 41.7773038959275,-88.15164409914898 41.77719157959493)"
4631,87844,000000,Vitrified Clay,,235 Douglas Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,90.62569333909107,"LINESTRING (-88.1521692617883 41.777456099269216,-88.15217398955313 41.77731739852014,-88.15217773779675 41.77720747544373)"
4632,87846,000000,Vitrified Clay,,331 Pearson Cr ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,125.3901998064626,"LINESTRING (-88.15378990895563 41.782412393610194,-88.153611679275 41.782584281399174,-88.15344299521522 41.78259259695379)"
4633,87849,000000,Vitrified Clay,,25 S Fremont St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,91.49775347032555,"LINESTRING (-88.15953846031567 41.77478590989106,-88.15937816608363 41.774772993779074,-88.15920488340974 41.77475948962916)"
4634,87853,000000,Vitrified Clay,,635 N Main St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,86.584874703324,"LINESTRING (-88.14903538827807 41.782832922591346,-88.14884095888183 41.782828658837985,-88.1487180564792 41.782825963802296)"
4635,87857,000000,Vitrified Clay,,615 W Jefferson Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,85.36990776959661,"LINESTRING (-88.15864511890312 41.77344724159938,-88.15864992122289 41.77331481073077,-88.15865361075865 41.773213046373044)"
4636,87859,000000,Vitrified Clay,,433 Douglas Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,80.61099954336709,"LINESTRING (-88.15558008589004 41.77751434588447,-88.15558588280415 41.777415738035465,-88.15559308053754 41.777293338443876)"
4637,87861,000000,Vitrified Clay,,631 N Webster St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,89.56879138114076,"LINESTRING (-88.15036646195183 41.78256364571851,-88.15015941010061 41.782559243445,-88.15003818711754 41.78255666504459)"
4638,87863,000000,Vitrified Clay,,721 W Jefferson Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,85.91113238920873,"LINESTRING (-88.16020203392733 41.773495743752655,-88.16020863445941 41.77336164445253,-88.1602136294456 41.773260136814805)"
4639,87867,000000,Vitrified Clay,,622 Morningside Dr ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,63.884111840389494,"LINESTRING (-88.1525510393254 41.78222267389572,-88.15272808627502 41.78223243407394,-88.15278451338379 41.78223663652216)"
4640,87869,000000,Vitrified Clay,,127 S Washington St #03,6",,Sewage,True,True,Private,Private,20100421101516,Esri,77.66901766763385,"LINESTRING (-88.14807120122165 41.77328465036996,-88.14793285928755 41.7732798407553,-88.14778677237507 41.773274764563666)"
4641,87870,000000,Vitrified Clay,,15 W Jefferson Av Hm,6",,Sewage,True,True,Private,Private,20100421101516,Esri,73.62750401609372,"LINESTRING (-88.14834344400285 41.7731454443587,-88.148347879026 41.773028073722664,-88.14835011271977 41.77294345118806)"
4642,87874,000000,Vitrified Clay,,,6",,Sewage,True,True,Private,Private,20100421101516,Esri,70.15503216610183,"LINESTRING (-88.14918693690835 41.77485909822093,-88.14932668454108 41.774863150470594,-88.14944393950532 41.774866548901926)"
4643,87875,000000,Vitrified Clay,,105 W Benton Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,70.90894188434739,"LINESTRING (-88.14968035211479 41.7753367756347,-88.14953189280374 41.7753327125796,-88.1494205645664 41.77532966676406)"
4644,87878,000000,Vitrified Clay,,435 W Benton Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,72.65325508011341,"LINESTRING (-88.15573652418458 41.77549715191187,-88.1557406583393 41.7754085940123,-88.15574582543147 41.77529789055735)"
4645,87879,000000,Vitrified Clay,,35 W Franklin Av Dn,6",,Sewage,True,True,Private,Private,20100421101516,Esri,52.87107120676751,"LINESTRING (-88.14899484283455 41.776253804832,-88.14898767484412 41.77613886100497,-88.14898870620644 41.776108845434266)"
4646,87881,000000,Vitrified Clay,,607 Spring Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,116.71400281941925,"LINESTRING (-88.15709333569603 41.77884862080438,-88.15711474019709 41.778735862421286,-88.15712246564279 41.77852953529878)"
4647,87886,000000,Vitrified Clay,,729 W Benton Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,72.291958969635,"LINESTRING (-88.1599118560391 41.775781147535184,-88.16013616015229 41.7757958746073,-88.16017587581169 41.77579848160109)"
4648,87888,000000,Vitrified Clay,,10 School St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,78.15888224591916,"LINESTRING (-88.14729303467305 41.77745079348311,-88.14749756856152 41.77745666533954,-88.14757937395522 41.777459011626036)"
4649,87890,000000,Vitrified Clay,,30 W Jefferson Av Up,6",,Sewage,True,True,Private,Private,20100421101516,Esri,60.02801202234962,"LINESTRING (-88.1489838354083 41.772796188795745,-88.1489791793009 41.77287986927872,-88.14897467303302 41.772960781380775)"
4650,87891,000000,Vitrified Clay,,506 W Jefferson Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,62.87437706612972,"LINESTRING (-88.15658050251423 41.773000552756606,-88.15657576415146 41.77309325147,-88.15657168924163 41.77317297335268)"
4651,87893,000000,Vitrified Clay,,209 W Jefferson Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,69.48633162351474,"LINESTRING (-88.15153361327292 41.77329553490318,-88.15132696665523 41.77328806693905,-88.15127915883694 41.773286558714375)"
4652,87894,000000,Vitrified Clay,,411 W Jefferson Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,67.36751100030533,"LINESTRING (-88.15509239874035 41.77331472548569,-88.15509830081056 41.7732138839487,-88.15510320807628 41.77313002533691)"
4653,87902,000000,Vitrified Clay,,312 W 5th Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,87.95523936207404,"LINESTRING (-88.15213739164778 41.78008700243184,-88.15214223832342 41.78026595994025,-88.1521439272353 41.780328328952834)"
4654,87905,000000,Vitrified Clay,,650 Stevens St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,66.55712226135469,"LINESTRING (-88.15989181874477 41.77380057584551,-88.15984619301354 41.77396166943523,-88.15985089645365 41.773979300264365)"
4655,87906,000000,Vitrified Clay,,836 Wilson Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,60.48914590401972,"LINESTRING (-88.16141008716431 41.776329065650415,-88.1613996345526 41.776482689876154,-88.16139880700726 41.776494851651194)"
4656,87909,000000,Vitrified Clay,,633 N Washington St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,44.572350545062,"LINESTRING (-88.14787435779094 41.78294845522347,-88.14802259066633 41.78295074184083,-88.14803775069048 41.78295095897028)"
4657,87911,000000,Vitrified Clay,,140 Water St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,53.509024553240394,"LINESTRING (-88.15112371384636 41.77082215280481,-88.15111668891744 41.77091688342308,-88.15111284372 41.77096877253546)"
4658,87912,000000,Vitrified Clay,,425 Jackson Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,51.316762951140554,"LINESTRING (-88.1554751858456 41.77225832976616,-88.15548228432387 41.772125128246195,-88.15548268635207 41.77211761262675)"
4659,87916,000000,Vitrified Clay,,232 W Benton Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,50.22100125447228,"LINESTRING (-88.15233593915302 41.77506672017586,-88.1523328788092 41.77514602120626,-88.15233062037156 41.77520448457712)"
4660,87918,000000,Vitrified Clay,,504 W Benton Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,57.00841727090282,"LINESTRING (-88.15645947518472 41.77516029398288,-88.15645476164063 41.775257405377815,-88.15645188538375 41.77531663949074)"
4661,87919,000000,Vitrified Clay,,320 W Franklin Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,52.5151245634765,"LINESTRING (-88.15349908321114 41.775995307385614,-88.15349487721092 41.776087367496636,-88.15349250320797 41.77613934087849)"
4662,87922,000000,Vitrified Clay,,629 Jackson Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,53.847917186403585,"LINESTRING (-88.1592848398845 41.77234762341539,-88.15929042972517 41.77223924512061,-88.1592924579016 41.77219995809229)"
4663,87923,000000,Vitrified Clay,,618 W Jefferson Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,54.563018430632425,"LINESTRING (-88.15875057020483 41.773065223389175,-88.15874781673512 41.77314120364398,-88.15874514280365 41.77321490609713)"
4664,87925,000000,Vitrified Clay,,204 W Van Buren Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,44.75719328379247,"LINESTRING (-88.15141144134778 41.773920126686065,-88.15130082620807 41.77391626268981,-88.15124753789945 41.77391440002878)"
4665,87926,000000,Vitrified Clay,,,6",,Sewage,True,True,Private,Private,20100421101516,Esri,62.41429606362763,"LINESTRING (-88.14920860033398 41.774991150597835,-88.14932883321804 41.77499806173677,-88.14943691220212 41.775002348543985)"
4666,87931,000000,Vitrified Clay,,963 Elderberry Cr Hm,6",,Sewage,True,True,Private,Private,20100421101516,Esri,43.715247909647246,"LINESTRING (-88.1666415993949 41.780748494610734,-88.16649788846878 41.78074780521589,-88.16648132356275 41.780747723536614)"
4667,87932,000000,Vitrified Clay,,16 S Laird St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,48.77000280311659,"LINESTRING (-88.16010644888306 41.77515023560536,-88.16026672177694 41.77516880855555,-88.1602831408217 41.77517071054617)"
4668,87934,000000,Vitrified Clay,,894 Benedetti Dr Hm,6",,Sewage,True,True,Private,Private,20100421101516,Esri,73.97832342767633,"LINESTRING (-88.16132941546493 41.78319061467539,-88.16149359682397 41.78333797511933,-88.1615027434082 41.78334677003663)"
4669,87937,000000,Vitrified Clay,,329 Pearson Cr ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,83.47570680243072,"LINESTRING (-88.15351751657319 41.78236581320288,-88.15350766273758 41.782544718763084,-88.15344091447525 41.78254728744376)"
4670,87939,000000,Vitrified Clay,,1317 Brush Hill Cr ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,141.98841720088762,"LINESTRING (-88.17765781753477 41.776751411836074,-88.17766890131412 41.7766132291185,-88.177650231523 41.776362389477185)"
4671,87940,000000,Vitrified Clay,,111 Stratford Ct ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,144.51314421240426,"LINESTRING (-88.17694724284316 41.773056779840715,-88.17669745139143 41.773069500247054,-88.17641867945565 41.77308369764729)"
4672,87941,000000,Vitrified Clay,,215 N River Rd ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,147.79223453833285,"LINESTRING (-88.17720230522855 41.77706253745429,-88.1768284421076 41.7772345186548,-88.17674066938534 41.77727489471258)"
4673,87945,000000,Vitrified Clay,,1301 Chestnut Ridge Dr ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,135.23839930037872,"LINESTRING (-88.17583051561536 41.7752777087478,-88.17580463070487 41.775055333771824,-88.17578747385413 41.77490797377646)"
4674,87946,000000,Vitrified Clay,,1241 W Jefferson Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,129.13584222950138,"LINESTRING (-88.17387851127533 41.77193038632533,-88.17385237765674 41.771784964593465,-88.17381539600268 41.77157916104903)"
4675,87953,000000,Vitrified Clay,,1213 Brook Ln ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,115.97343670603613,"LINESTRING (-88.17207280918491 41.77112662714198,-88.17203982767192 41.77096792939465,-88.17200621324618 41.770812290183926)"
4676,87954,000000,Vitrified Clay,,123 Waterford Ct ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,113.92749634609896,"LINESTRING (-88.18132483727801 41.771443829436045,-88.1811270705727 41.77144138602641,-88.18090724655654 41.77143866901649)"
4677,87955,000000,Vitrified Clay,,1217 W Jefferson Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,118.48828810283959,"LINESTRING (-88.17247604193005 41.77199382839722,-88.17245759121226 41.77185453958583,-88.17243317804946 41.77167024670086)"
4678,87957,000000,Vitrified Clay,,1341 Sunnybrook Dr ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,116.83080119081019,"LINESTRING (-88.17714509943163 41.77421800205462,-88.17705938530727 41.77404929951115,-88.17704587104114 41.77390953740279)"
4679,87960,000000,Vitrified Clay,,1323 Wilshire Dr ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,105.27396557983977,"LINESTRING (-88.17680275399248 41.77267860921567,-88.17679061167742 41.77254182101623,-88.17677715926905 41.7723903406809)"
4680,87964,000000,Vitrified Clay,,113 Claremont Dr ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,104.23674553206882,"LINESTRING (-88.17027440268295 41.77270099531792,-88.17010181856905 41.77272018821579,-88.16989642130892 41.77274303107728)"
4681,87967,000000,Vitrified Clay,,97 S Stauffer Dr ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,119.06155095093652,"LINESTRING (-88.16937198658559 41.7737466428986,-88.16914739256644 41.77380888666691,-88.16895833537366 41.77385031940564)"
4682,87968,000000,Vitrified Clay,,11 Pepperidge Rd ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,107.5559744891606,"LINESTRING (-88.17451679525506 41.774696338643786,-88.174324996417 41.77471396358894,-88.17412542329728 41.77473230493513)"
4683,87969,000000,Vitrified Clay,,33 N Whispering Hills Rd ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,107.36983111067082,"LINESTRING (-88.18238335862276 41.775111944361264,-88.18219725901486 41.775140035058534,-88.18199453011451 41.77515554527304)"
4684,87970,000000,Vitrified Clay,,1305 Chestnut Ridge Dr ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,102.41940366839435,"LINESTRING (-88.17602670816336 41.77517450320808,-88.1760113320023 41.775042444672536,-88.17599410756641 41.77489449397613)"
4685,87971,000000,Vitrified Clay,,1415 Brush Hill Cr ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,103.31156316469365,"LINESTRING (-88.18128146071238 41.77577226336819,-88.18090318885467 41.77578659561611)"
4686,87976,000000,Vitrified Clay,,1342 Crab Apple Ct Hm,6",,Sewage,True,True,Private,Private,20100421101516,Esri,93.19865643015055,"LINESTRING (-88.1804371069951 41.7777791061703,-88.18046517752687 41.77796508931468,-88.18047546839773 41.77803325512753)"
4687,87979,000000,Vitrified Clay,,1258 Chalet Rd Hm,6",,Sewage,True,True,Private,Private,20100421101516,Esri,87.16318967061548,"LINESTRING (-88.17804758678011 41.77945689161788,-88.1783089540324 41.779347746901394,-88.17832803555493 41.77934260456169)"
4688,87980,000000,Vitrified Clay,,344 Green Valley Dr ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,98.45294853884357,"LINESTRING (-88.17059295272107 41.76969374752629,-88.17085247109709 41.76985045507689,-88.17087967513169 41.769847486327)"
4689,87982,000000,Vitrified Clay,,1324 W Jefferson Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,77.81937064077292,"LINESTRING (-88.17628920075892 41.771252685403105,-88.17630051089162 41.77145645877359,-88.176301045535 41.77146606189262)"
4690,87983,000000,Vitrified Clay,,109 S Whispering Hills Dr Hm,6",,Sewage,True,True,Private,Private,20100421101516,Esri,69.88901717741446,"LINESTRING (-88.18244063143077 41.772203986164826,-88.18230439006679 41.77220188577421,-88.18218445112223 41.77220214041502)"
4691,87984,000000,Vitrified Clay,,94 S River Rd ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,74.72331665375258,"LINESTRING (-88.17481076414468 41.77349335210225,-88.17505490893076 41.77347496653012,-88.17508332585417 41.773472826793295)"
4692,87990,000000,Vitrified Clay,,,6",,Sewage,True,True,Private,Private,20100421101516,Esri,77.5708675376363,"LINESTRING (-88.17820706707991 41.77853468295,-88.17820117209453 41.77847968979216,-88.17818431285741 41.77832248696808)"
4693,87992,000000,Vitrified Clay,,316 Berry Dr ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,61.33409594135315,"LINESTRING (-88.17338013323293 41.770332709628974,-88.17358559814937 41.77032311398983,-88.17360453812091 41.77032222915346)"
4694,87993,000000,Vitrified Clay,,216 Green Valley Dr ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,62.05691650337224,"LINESTRING (-88.17085687034759 41.77107356264445,-88.17106280304385 41.77108035521527,-88.1710841435078 41.771081057025945)"
4695,87994,000000,Vitrified Clay,,122 S Whispering Hills Dr ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,61.07205633446574,"LINESTRING (-88.18177767073783 41.77171399952668,-88.18197922961923 41.77171426522895,-88.18200155582709 41.771714294638414)"
4696,87996,000000,Vitrified Clay,,1334 Wilshire Dr ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,64.22654823622764,"LINESTRING (-88.17693375214515 41.77220590541069,-88.17694776797086 41.7723637394711,-88.17694936710971 41.772381775047236)"
4697,87999,000000,Vitrified Clay,,1334 Chestnut Ridge Dr ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,62.933037104929895,"LINESTRING (-88.17811453454424 41.77458539671396,-88.17812642944976 41.77473981892245,-88.17812781496734 41.774757818171686)"
4698,88000,000000,Vitrified Clay,,104 N Birchwood Dr ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,67.48195243739303,"LINESTRING (-88.1789480168825 41.77545201087356,-88.17916392611198 41.77546630506244,-88.1791944531549 41.775468324121725)"
4699,88001,000000,Vitrified Clay,,110 N Whispering Hills Rd ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,61.66564371619272,"LINESTRING (-88.1818255311133 41.775668838835216,-88.18202632693948 41.77565615261756,-88.1820508052276 41.77565460381299)"
4700,88003,000000,Vitrified Clay,,1113 Laureli Cr ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,95.96309125396311,"LINESTRING (-88.17165559369876 41.77698204255831,-88.1718373489983 41.77689497371381,-88.17187891887707 41.77686036903691,-88.17181897288269 41.776828068865115)"
4701,89714,000000,Vitrified Clay,,650 N Loomis St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,86.45593206476008,"LINESTRING (-88.14134405846377 41.78287569835905,-88.14152506812351 41.782889849181444,-88.14165933893891 41.78290034460985)"
4702,89718,000000,Vitrified Clay,,845 Waverly Ct ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,80.24619949669794,"LINESTRING (-88.13444482534162 41.78486321650679,-88.13446770038031 41.784682430950575,-88.13447256733103 41.78464397769931)"
4703,89719,000000,Vitrified Clay,,841 N Brainard St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,100.19819125306685,"LINESTRING (-88.14330546419627 41.785365653197864,-88.1430856112412 41.78535719598209,-88.14293856860591 41.785351305317775)"
4704,89721,000000,Vitrified Clay,,1038 North Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,78.59203353348995,"LINESTRING (-88.1299143774803 41.77787536226837,-88.12990003606708 41.77767093999323,-88.1298992672107 41.7776599785088)"
4705,89724,000000,Vitrified Clay,,233 North Av #02,6",,Sewage,True,True,Private,Private,20100421101516,Esri,107.8545696094275,"LINESTRING (-88.14363322111669 41.77873835460126,-88.14364874027896 41.77856206568572,-88.14365741390745 41.77844292772733)"
4706,89725,000000,Vitrified Clay,,112 Quail Hollow Ct ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,124.80453010274977,"LINESTRING (-88.13170691633648 41.77659133192905,-88.13185553881519 41.77644889674263,-88.13180432647619 41.77629173579748)"
4707,89728,000000,Vitrified Clay,,16 N Wright St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,78.41190334268468,"LINESTRING (-88.13916225141529 41.77531983475671,-88.1393424222142 41.77531776575537,-88.13944968534145 41.7753165359478)"
4708,89730,000000,Vitrified Clay,,1008 Elizabeth Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,71.30588084499355,"LINESTRING (-88.13200510709294 41.77054212543458,-88.13198629137028 41.77073730318239)"
4709,89733,000000,Vitrified Clay,,445 Highland Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,76.5741099289562,"LINESTRING (-88.14134073430819 41.77152823975813,-88.14129721520399 41.771382147729796,-88.14127963662544 41.77132313457395)"
4710,89735,000000,Vitrified Clay,,104 S Ellsworth St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,78.60260239214821,"LINESTRING (-88.14484830717956 41.77388694691864,-88.14502279086551 41.773881121365335,-88.14509232613601 41.77386442101684,-88.14513280294199 41.773864424302715)"
4711,89736,000000,Vitrified Clay,,934 Oakleaf Ct ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,75.2138525123333,"LINESTRING (-88.13396738093317 41.773939371115,-88.1339727046877 41.774072116507995,-88.13399007333724 41.77414456381646)"
4712,89738,000000,Vitrified Clay,,21 S Brainard St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,79.24977259306874,"LINESTRING (-88.14397647300173 41.774365027371,-88.14383360791368 41.77436099948649,-88.14368614380528 41.77435683958271)"
4713,89741,000000,Vitrified Clay,,26 N Huffman St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,93.25442812629342,"LINESTRING (-88.13510225703999 41.77545613036312,-88.13530674394121 41.77546272882515,-88.13544382306222 41.77546714720464)"
4714,89743,000000,Vitrified Clay,,126 N Columbia St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,74.11229199713254,"LINESTRING (-88.13772174667334 41.776463477618876,-88.13787743237651 41.77646819668288,-88.13799323390622 41.7764717051688)"
4715,89744,000000,Vitrified Clay,,126 N Julian St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,75.28095052512829,"LINESTRING (-88.13634418667549 41.77643273636018,-88.13653534513077 41.77643882448616,-88.13661993107631 41.77644152097512)"
4716,89747,000000,Vitrified Clay,,609 N Columbia St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,72.725865904871,"LINESTRING (-88.13754846012893 41.78202303833022,-88.13734257500026 41.78199860078402,-88.13728446402561 41.781996305650914)"
4717,89848,000000,Vitrified Clay,,357 S Wright St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,106.12361586975001,"LINESTRING (-88.13914004173655 41.769953680640064,-88.13951294855931 41.76988900147932,-88.1395190325634 41.76988794661133)"
4718,89861,000000,Vitrified Clay,,978 Prairie Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,107.94511032582103,"LINESTRING (-88.13215917248333 41.766990224933885,-88.13216067178111 41.76720632056639,-88.13216123081985 41.76728645583077)"
4719,89867,000000,Vitrified Clay,,417 S Columbia St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,101.2125423139208,"LINESTRING (-88.13752784535727 41.76930326345207,-88.13787805768808 41.769243770324536,-88.13788966957195 41.769241797570885)"
4720,89868,000000,Vitrified Clay,,315 S Charles Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,108.41726530259827,"LINESTRING (-88.12942668345684 41.7695337537455,-88.12925456249384 41.76951912784457,-88.12903482834767 41.769504891523646,-88.12903118855908 41.76950465545845)"
4721,89879,000000,Vitrified Clay,,635 S Loomis St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,95.86963917392093,"LINESTRING (-88.1422797831684 41.76499278050367,-88.14209512920861 41.76499321970532,-88.14192837133383 41.76499361369462)"
4722,90657,000000,Vitrified Clay,,526 N Eagle St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,75.31217067689107,"LINESTRING (-88.15135281500778 41.78105155746074,-88.15150190624654 41.78106103934929,-88.15162795529857 41.78106902691579)"
4723,90659,000000,Vitrified Clay,,609 Morningside Dr ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,89.7018035918573,"LINESTRING (-88.15315262398332 41.78195279342494,-88.15298439674339 41.78193731243503,-88.15282617993458 41.78192281571767)"
4724,90663,000000,Vitrified Clay,,813 Jackson Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,75.9913451797842,"LINESTRING (-88.16147745627936 41.772468734945846,-88.16148532668294 41.77229853373576,-88.16148709328192 41.772260315910195)"
4725,90664,000000,Vitrified Clay,,234 Douglas Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,65.68418648260268,"LINESTRING (-88.15222240590055 41.77702801247108,-88.15221829811951 41.7771486159986,-88.15221626485403 41.77720821145867)"
4726,90665,000000,Vitrified Clay,,693 Cottage Av ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,67.80550547771082,"LINESTRING (-88.15843900674165 41.77686729887908,-88.15848181054426 41.776697679695275,-88.15848514701548 41.77668445302854)"
4727,90666,000000,Vitrified Clay,,501 N Webster St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,68.03554325945962,"LINESTRING (-88.15078049925133 41.78058600457599,-88.15072238340228 41.780478436783675,-88.1506869829361 41.78041291151249)"
4728,90668,000000,Vitrified Clay,,224 N Fremont St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,61.281299261876796,"LINESTRING (-88.15833081356335 41.778237186704644,-88.15853477458332 41.778255543187335,-88.15855388202955 41.77825726313936)"
4729,90670,000000,Vitrified Clay,,,6",,Sewage,True,True,Private,Private,20100421101516,Esri,63.9620739020672,"LINESTRING (-88.1493203529631 41.772622760784614,-88.14944910354433 41.77262481356958,-88.1495547980046 41.77262583893167)"
4730,90674,000000,Vitrified Clay,,36 S Fremont St ,6",,Sewage,True,True,Private,Private,20100421101516,Esri,68.14217984288099,"LINESTRING (-88.15903979851565 41.7742534625226,-88.15927001748459 41.77427207992908,-88.15928816458673 41.774273565110505)"
