OBJECTID,FACILITYID,FACILITYNAME,LARGEMETER,INSTALLDATE,LOCDESC,ROTATION,ACCOUNTID,LOCATIONID,CRITICAL,ENABLED,ACTIVEFLAG,OWNEDBY,MAINTBY,SUMFLOW,LASTUPDATE,LASTEDITOR,geometry,ResourceID
6763,124139,,,,8 Forest Av ,,,31400,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.16171539046682 41.77528466519156),5502b1e6-1d21-4aa2-a57d-094f69c7deec
6764,124140,,,,40 S Parkway Dr ,,,31370,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.1631340922451 41.774416290217886),c5eaacec-77d7-4606-b32c-2d9e1654a534
6765,124141,,,,,,,0,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15886228705806 41.7788298362961),a89de89f-931f-4c06-86d1-030142b3d543
6766,124142,,,,310 N Fremont St ,,,132884,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15840774679258 41.77884446931255),85b9c9bb-7f07-429a-b902-9b59785a205a
6767,124143,,,,857 Douglas Av ,,,31686,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.16208394003421 41.777015277620535),850cbf9e-55ee-4e88-9626-50cddddf7714
6768,124144,,,,835 Wilson Av ,,,31568,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.16086418945798 41.77676217234872),574d354a-9d18-42d5-9d61-96b596264737
6769,124145,,,,800 W 5th Av ,,,7492,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.1646022755594 41.78045541885565),5aaee1df-28dc-4ad5-b874-498247a9a08e
6770,124146,,,,951 Elderberry Cr Hm,,,93336,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.16658473877202 41.77980808092711),1c275602-099a-4f47-836c-edd3f6bd0f24
6771,124147,,,,720 Jackson Av ,,,31286,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.16048503578637 41.772040577015474),42480c10-82af-4be2-b0a5-f6379c7f9f16
6772,124148,,,,724 Jackson Av ,,,31284,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.16074382029943 41.77199606847882),6c5b9ec7-c8bc-4a72-86a1-c6bed40d292f
6773,124149,,,,350 Pearson Cr ,,,17368,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15328492077431 41.783768872977255),dd910dac-9f0a-415b-825d-7043f6592d4b
6774,124150,,,,646 Morningside Dr ,,,17444,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15240502703797 41.78304552321287),21556680-b83a-424d-a13d-d1792cecf4f9
6775,124151,,,,653 N Webster St ,,,22610,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15035025182775 41.78312109384683),0d0ab920-1c70-46f6-a3cd-eba1d8abd8e3
6776,124152,,,,325 Pearson Cr ,,,17318,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15306168785344 41.782473787946984),10726bc3-a81b-44b3-b36d-c46a9b185c30
6777,124153,,,,625 N Webster St ,,,22620,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15036227578557 41.782432035735106),003f6f50-4dba-40bd-9890-f8ef8df021be
6778,124154,,,,327 W 6th Av ,,,17310,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15319543115156 41.78181009362079),8d51ab3b-e46f-42df-bdbb-22484f35386f
6779,124155,,,,226 W 6th Av ,,,22656,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15126233349562 41.78179326720342),1f310d00-b583-4e92-b68f-130cf077f3c5
6780,124156,,,,535 N Webster St ,,,22628,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15048958500599 41.78139689502385),3c7739c6-96cb-458e-ab57-44e8970893b2
6781,124157,,,,540 N Eagle St ,,,22654,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15124144682795 41.781451556301526),57cf5dbe-0e4e-4b69-b5f1-3898374a63d1
6782,124158,,,,129 W 5th Av ,,,22546,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.14987750277976 41.78089269472263),b39f0d40-6102-429e-bbd9-27af974c31a1
6783,124159,,,,504 N Eagle St ,,,22640,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15132678602394 41.78051107064413),a051851f-c54f-43ad-ad4c-1655d28beeb8
6784,124160,,,,515 Spring Av #02,,,30680,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15660184873916 41.778816891510665),cf2c5062-fd9a-4e1b-ba31-3780072da01b
6785,124164,,,,321 Spring Av ,,,29522,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15349142361384 41.7786935732785),4eb75c85-8373-4bd8-abd1-c04e6672e74c
6786,124165,,,,215 Spring Av ,,,29496,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15155666588382 41.77861364097763),53d46981-7f33-426d-b984-79961543022a
6787,124166,,,,452 Spring Av ,,,30968,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.1553645689725 41.77828732091388),ef3ad9c0-d51f-4a1e-8f7f-c40b01143035
6788,124167,,,,231 N West St Dn,,,30694,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15750067096702 41.77827876570161),404a0a91-b1ea-4c22-83d0-af6f01b5aecb
6789,124168,,,,240 Spring Av ,,,29540,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15245172736931 41.77821857684464),674f4d23-d43d-413a-8b05-7300fb35deea
6790,124169,,,,230 Spring Av ,,,29544,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.1521042114237 41.77820368459955),74841361-7bab-4e8a-ab51-6fd68bf411bf
6791,124170,,,,223 N Eagle St ,,,29578,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15293584663947 41.77794800000098),0dccffc0-5d47-479e-ab4a-3f0926939165
6792,124171,,,,437 Douglas Av Ft,,,30926,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15574580058093 41.77755937272963),c805893b-c902-4814-916c-aca2f377dabe
6793,124172,,,,331 Douglas Av ,,,128590,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15368061408249 41.777523929841706),f3d0bf88-74a3-4a9f-9c85-1b74e574ec5b
6794,124173,,,,209 N West St ,,,30704,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15764895274604 41.77769518967324),4c0953f7-2163-41c1-abca-623508ae5482
6795,124174,,,,231 Douglas Av ,,,29568,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15195854130818 41.77745576680007),8c63977c-5ec2-4ead-be94-b79e8170cdee
6796,124175,,,,223 Douglas Av ,,,29564,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15162471757841 41.777438849993764),c65fb3ed-58ce-42cd-8bf6-0fd4e2e44bbe
6797,124176,,,,205 Douglas Av ,,,29556,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15123049679691 41.77748670679289),d836d98a-f5f3-44ab-a3a9-83ab36f0dc88
6798,124177,,,,339 Douglas Av ,,,31056,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15417930642371 41.77749354158195),90ebe54b-ceaf-4b82-b7db-b63cc7a184a9
6799,124178,,,,118 Douglas Av Hm,,,29826,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.14993614876812 41.776825864520916),b857caa2-51ea-495f-88fa-eaa55283895f
6800,124179,,,,425 W Franklin Av ,,,30876,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15545784154432 41.77642255674702),35ad9849-91ef-4e09-80a6-d09c227da7e0
6801,124180,,,,109 N Mill St ,,,31004,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15471731024054 41.776529525322346),5dacda78-7ecd-4e56-a795-3c122c0c1e09
6802,124181,,,,339 W Franklin Av ,,,31050,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15424297177299 41.776402150750464),c02ae209-9f68-4efc-b36c-a69694fd7f50
6803,124182,,,,333 W Franklin Av ,,,29636,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15400802913761 41.776393487430184),8e2076ab-bbde-4c31-bfb2-d447de3a4263
6804,124183,,,,219 W Franklin Av ,,,29620,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15184129926787 41.776312495327964),34149470-00fb-4436-974c-188f38f57487
6805,124184,,,,111 W Franklin Av ,,,29728,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.1501059505376 41.776439143853025),b7901d50-41d7-4a35-a93e-ef7f876d2426
6806,124185,,,,41 W Franklin Av #02,,,29724,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.14920937950858 41.776228481283304),423d8b42-11cf-4982-9882-9467c946cf9c
6807,124186,,,,29 W Franklin Av ,,,29714,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.14879890718433 41.776228475485965),1b987641-1588-4ceb-9ddc-d45b9b9c30c9
6808,124187,,,,24 N Fremont St Fr,,,31484,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15867235161981 41.776204891640624),8b85fb37-8738-45e8-9157-21141235e992
6809,124188,,,,25 N Mill St ,,,31008,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15485034600134 41.77602270575177),9d32f22c-6ba1-45fe-b80f-31da32c43080
6810,124189,,,,328 W Franklin Av #03,,,29644,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.1537638152597 41.77598681596052),8f25800c-a381-48e1-b0aa-781a27a97aa8
6811,124191,,,,320 W Franklin Av ,,,29646,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15349908321114 41.775995307385614),26436553-7179-43d9-a4fd-31845d82ec69
6812,124192,,,,25 N Eagle St ,,,29652,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15302922953468 41.77596785538251),c394b964-028c-45d6-add8-d08398f419ff
6813,124193,,,,26 N Eagle St ,,,29660,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15254281353117 41.775957125764),743e89c0-c503-4c71-bab3-772aa61e61c2
6814,124194,,,,26 N Webster St ,,,29676,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15078680502396 41.77589685907077),c90bba64-039f-467c-8e86-df22a4d9ff53
6815,124195,,,,110 W Franklin Av ,,,29684,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.14994273292238 41.77589321441169),0a03ffe8-df1d-44e1-b28e-345e691f372d
6816,124196,,,,28 W Franklin Av ,,,29700,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.148709461421 41.77585677688909),7806302b-d18f-417b-97f6-82b8fdb70298
6817,124197,,,,19 N Mill St ,,,31010,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15473530818281 41.77586049751813),130630a1-73fd-48c5-b28c-b106072fa529
6818,124198,,,,3 N West St Hm,,,119392,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15793707760372 41.7755771182911),f75e46a2-7b43-4de9-bb97-1b0172cf10b8
6819,124199,,,,105 W Benton Av ,,,29888,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.14968035211479 41.7753367756347),63e0466d-fe8e-48e5-8fc6-4b39aac16c19
6820,124200,,,,434 W Benton Av ,,,30814,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15574638141595 41.775130784779726),ed2fdd84-4937-4626-9be0-bd1b6105a1f4
6821,124201,,,,232 W Benton Av ,,,29932,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15233593915302 41.77506672017586),5fc3ec9c-dc89-4adf-8465-7a8109cab64d
6822,124202,,,,228 W Benton Av ,,,29936,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15212796403533 41.77506639234549),891ee3e3-ed1c-4808-aff5-4d9f58c57e7c
6823,124203,,,,21 S West St ,,,30736,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15811914741548 41.77481018701674),ff4f0e77-7f09-42c9-8cb9-150d21b44cbc
6824,124204,,,,,,,30060,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.14918693690835 41.77485909822093),8441b07f-87c0-491a-ae19-7fd7970fe15a
6825,124205,,,,525 W Van Buren Av ,,,30788,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15702084978146 41.774542187243995),d1d2a79f-16ec-40ea-a6a5-5a6bfc1fe323
6826,124206,,,,13 S Main St ,,,29958,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.14968658235686 41.77477734089713),13cae248-43a2-49a6-b582-4d991b1aad50
6827,124207,,,,26 S Fremont St ,,,31456,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15899555500293 41.77476134565855),26a28843-ad53-4c88-b3d7-159a7ee3eb0f
6828,124208,,,,20 S Mill St ,,,31040,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15427130605183 41.77475777403319),19793e30-f788-4118-8bf7-4f9c51f14365
6829,124209,,,,,,,0,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15093564519492 41.77430489918569),2dfc0d37-7aa4-4736-9fe4-de0dd769988e
6830,124210,,,,,,,0,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15014350098289 41.774395539919766),96ff2bc5-6859-43d0-8d98-0a948717df78
6831,124211,,,,,,,0,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.14748943037142 41.77416836801349),1cd9676d-fd98-4464-91b8-3e1cb7eff5d3
6832,124212,,,,512 W Van Buren Av ,,,30762,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15666086701508 41.77409013679837),227067a0-d78c-4c01-9523-6374ccdf8555
6833,124213,,,,,,,0,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15046258275434 41.77391242581106),9a87b957-7931-46fb-955c-13de39cda14d
6834,124214,,,,103 S Washington St Hm,,,30592,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.14807824921175 41.773767915963184),27eba5e0-1274-4f3d-bd28-727363f5f38e
6835,124215,,,,519 W Jefferson Av ,,,31110,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15705274805728 41.77339067772278),919efeb4-12f5-43d2-ab71-ff56b8f1df1b
6836,124216,,,,419 W Jefferson Av ,,,31094,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15539198210172 41.77335303127136),ea16f367-23b4-45a5-9886-5513fe6d029b
6837,124217,,,,130 S Eagle St ,,,29994,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.1526076267264 41.77354023314572),57b1baaf-5a69-494c-81aa-f4f47932547d
6838,124218,,,,215 S Washington St ,,,30318,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.14801978947818 41.77249857021212),7af6d5ac-6964-4220-bafd-ccc3f815162f
6839,124219,,,,136 S Washington St ,,,29178,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.14752327884574 41.773204446157926),c0785a7e-22ed-4f3a-8720-0be944a242ef
6840,124220,,,,110 S Washington St ,,,29192,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.14758314969997 41.77378850292484),da417fa2-bde3-4b32-b82b-1cb1d5892e18
6841,124221,,,,143 W Jefferson Av Hm,,,30464,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15099447860234 41.773287539742896),7e57ad97-1694-47ef-b925-afb3943c1b5c
6842,124222,,,,127 S Washington St #03,,,30574,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.14807120122165 41.77328465036996),5accd2da-48d8-4c5b-b1a4-c5c59a545bfb
6843,124223,,,,103 W Jefferson Av #03,,,30496,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.149712803606 41.77313923254389),5158cd0e-f7a0-4c5a-b78b-069250a2952a
6844,124224,,,,133 S Washington St #02,,,30562,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.14807591125671 41.77311409838057),93af2d04-5ed5-4019-bf9b-0d599c2f9991
6845,124225,,,,338 W Jefferson Av ,,,77028,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15433450187331 41.77295547504999),9bf5011b-c9b0-45bd-a378-975626ce2f29
6846,124226,,,,,,,0,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15263895617258 41.772123063185205),ab71c10e-6232-4010-a9b3-3cedd9698679
6847,124227,,,,30 W Jefferson Av Up,,,30376,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.1489838354083 41.772796188795745),76eeb026-c3a9-4340-af6b-37c27372eb9f
6848,124228,,,,,,,0,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15481654012696 41.7724873855611),a02eed51-46cc-4f62-a23e-fdb4af51ad7e
6849,124229,,,,216 S Main St 100,,,30402,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.14932604500395 41.77256403914018),e3875bd7-9d7a-47fc-966d-1f611051fa58
6850,124230,,,,218 S Main St ,,,30406,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.14929096675 41.77249551745446),137b095c-2545-47ae-b378-8d3ad768dba3
6851,124231,,,,215 S Main St ,,,111856,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.14991256512036 41.77252266527969),1e27d49c-06be-4d9b-a9c0-1296985f484a
6852,124232,,,,222 S Main St Hm,,,30416,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.14921225400231 41.7723703055296),58ad4094-6908-488f-8256-692217a1823e
6853,124233,,,,239 S Washington St ,,,30294,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.14819074418837 41.77205262527536),648e8762-ca70-4da0-bb4c-15f8c03aed82
6854,124234,,,,14 W Chicago Av ,,,30230,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.1484764988423 41.77117744859738),2814c32c-3f7f-4e80-94b5-1505bae8e248
6855,124235,,,,127 Aurora Av ,,,36730,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15070220228257 41.77010692628805),0bca3aa8-4e6e-49cf-9f32-23eba483ab6a
6856,124236,,,,115 Aurora Av ,,,36726,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15023571239577 41.770099290625815),b95a2d3b-4ca2-4f41-91d6-41b006fa4bba
6857,124237,,,,124 Water St ,,,36460,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15040564596094 41.77078195215028),b6328157-96c8-4835-aeaa-604a6a324bd5
6858,124238,,,,228 N Fremont St ,,,31514,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15830893251625 41.778389800085534),ca09ad3e-2f05-479b-ab0b-e73898ec0746
6859,124239,,,,650 N Main St ,,,22474,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.14842583891328 41.78328528653536),4e087f4c-8fef-4615-b47d-11923e88d4f9
6860,124240,,,,629 N Main St ,,,22528,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.14903581941806 41.78268235923618),4d5deeaf-f713-41bc-afb3-bc4646d81b21
6861,124241,,,,619 N Main St ,,,22532,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.14909080768773 41.78242192208482),42d7e671-fb54-41f1-81b7-835b80e91b58
6862,124242,,,,522 N Main St ,,,22454,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.14846085811082 41.78138725401526),07882ce7-2e9b-4a6c-8f6a-49d93abc6a1a
6863,124243,,,,510 N Main St ,,,22452,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.14845026010161 41.78123871760084),be96856f-83ce-4e16-b827-96d8c33a5ccf
6864,124244,,,,528 W Van Buren Av ,,,30756,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15720608450285 41.77409367680099),089b6d44-0351-4d43-893c-c3fefd8a4db5
6865,124245,,,,523 Jackson Av ,,,31218,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15725846185909 41.77231598164648),54baafc7-f09d-418d-bbdc-3edbe8ef2918
6866,124246,,,,123 N Ewing St ,,,30908,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15641680274345 41.77698354501842),b8410b01-68b2-4f53-882b-469fc8fb75a4
6867,124247,,,,515 Jackson Av ,,,31214,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.15686551368017 41.77230041921626),d84d80a8-5986-48f8-959b-43242f0e36c7
6868,124248,,,,216 Willoway Dr ,,,35048,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.16700307979788 41.771528747561476),ff4bee54-ed17-4857-8fb3-649d35f8eaf3
6869,124249,,,,1038 Heritage Hill Dr Hm,,,6482,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.168143893897 41.783171977992545),1c3fdb64-4353-4bf1-8de8-cd7e65a97043
6870,124250,,,,1098 Heritage Hill Dr Hm,,,6260,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.17060580133953 41.78267878833092),0b36a5e0-93fc-4345-9306-37afc5e65d1e
6871,124251,,,,1226 Chalet Rd Hm,,,7476,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.17603439498427 41.779788435293774),786319cd-cd27-4d5b-81e6-95cb99c37cd7
6872,124252,,,,457 Valley Dr Hm,,,7452,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.17427143279507 41.77956339409564),e2d04132-6340-4188-8eb4-a469a80a2f94
6873,124253,,,,1258 Chalet Rd Hm,,,7354,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.17804758678011 41.77945689161788),eddfd5a8-3c1f-4206-a957-d6929fc27abe
6874,124254,,,,1203 Whispering Hills Ct Hm,,,31874,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.17472100371064 41.77845943002688),185eda0a-8bbb-462c-b864-6b539205bdf2
6875,124255,,,,1127 Hidden Spring Dr ,,,32358,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.17281863951143 41.778079546429716),1cfa4366-2ddb-4b8e-9d98-745881ae375d
6876,124256,,,,1306 Crab Apple Ct Hm,,,32374,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.1785361662273 41.77808210353026),55e4bf65-40c6-44a5-ba62-b01103372ddb
6877,124257,,,,1215 Whispering Hills Ct Hm,,,31904,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.17573920305215 41.777950997664746),70ac4184-d28b-425f-aee0-73b3e7a05250
6878,124258,,,,1342 Crab Apple Ct Hm,,,32458,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.1804371069951 41.7777791061703),124f9bf3-d334-4b12-8b00-4bfb41cea773
6879,124259,,,,223 N Whispering Hills Rd ,,,32706,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.17871615111554 41.77747357224609),5515f68c-609c-47df-b582-3c1dbdbdc912
6880,124260,,,,1120 Hidden Spring Dr ,,,32280,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.17228913828627 41.7776112268243),70c68bbd-eacf-4418-b815-7c99fa880469
6881,124261,,,,1216 Whispering Hills Ct Hm,,,31820,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.17547611164238 41.77751102224984),7b2eeba5-89cc-469d-bacc-7bbdc1b49d2d
6882,124262,,,,1114 Hidden Spring Dr ,,,32284,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.17169821843635 41.77754774969396),bce91f8b-2c7b-4082-8b6e-7d4a3f359adb
6883,124263,,,,217 N Whispering Hills Rd ,,,33510,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.17959294832491 41.7774193549118),927e7e6b-6ea9-44a0-97cf-6e1f571ededf
6884,124264,,,,1207 Hidden Spring Dr ,,,32322,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.17479196711842 41.777238091150075),dd8de902-bd89-462e-9cf9-88e9500dcbb0
6885,124265,,,,1209 Hidden Spring Dr ,,,32324,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.1749467461425 41.777140456709404),05292aa6-a8ba-4173-8611-9cc1cd433796
6886,124266,,,,228 N Whispering Hills Rd ,,,32718,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.17808006144456 41.77716547524262),72eddaf9-70a5-4b0b-aea2-5926a78b1b8b
6887,124267,,,,216 N Whispering Hills Rd ,,,33518,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.18016055400734 41.77692027524423),9d1cdfd1-5527-44dc-a540-be067014740b
6888,124268,,,,108 Longleaf Dr ,,,32216,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.17294157905043 41.77623976823891),ce2820e2-5269-4904-bc09-4e73c2e2ca03
6889,124269,,,,1121 Candlenut Dr ,,,32206,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.17169231050602 41.7759936082467),ffbb24bc-fea0-4c75-9e6d-425b70cc4b07
6890,124270,,,,1336 Brush Hill Cr ,,,33542,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.17967383553865 41.7760592655665),a7acc17b-92ff-4c73-8363-7dcffd746a8c
6891,124271,,,,1125 Candlenut Dr ,,,32208,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.17197850734824 41.775937837745275),9346360c-b801-4757-89a0-a79504219fd8
6892,124272,,,,1416 Brush Hill Cr ,,,33550,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.18073227346609 41.77577503224552),e2dec6ba-34c6-436e-ae51-b66aea54ee97
6893,124273,,,,1415 Brush Hill Cr ,,,33564,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.18128146071238 41.77577226336819),b16c7495-4aa8-45dd-b64f-b75a61c5eec9
6894,124274,,,,20 Green Valley Dr ,,,32178,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.171384459575 41.775488767454014),577e1a2f-715b-4f60-8be9-a24505a4a554
6895,124275,,,,105 N Whispering Hills Rd ,,,34354,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.18241614186026 41.77547114713534),d5de2a3e-7d26-41ff-9cb8-4b5dce602c77
6896,124276,,,,25 Honeyberry Ct ,,,32820,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.17848873471836 41.77536361270432),f5fc4acc-e6b4-4d02-b9a3-260c04b30da8
6897,124277,,,,1124 Sunnybrook Dr ,,,32022,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.17018742524961 41.77521020566936),241bb31e-c120-40c1-a1ee-ebbbb08003d1
6898,124278,,,,101 N Whispering Hills Rd ,,,33092,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.18245478865188 41.775282959693484),30813fe8-25b0-4d8a-9c6f-316b43d50f9f
6899,124279,,,,20 N River Rd ,,,32686,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.17501353500015 41.77508904723104),1168eac8-83b7-459a-9c5a-8bd7e940d274
6900,124280,,,,1205 Sunnybrook Dr ,,,32144,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.17216611426655 41.774995186838815),1701e894-6bcd-4378-9c69-f6585f821685
6901,124281,,,,33 N Whispering Hills Rd ,,,34312,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.18238335862276 41.775111944361264),fe6b590b-3336-44f3-9105-df33bc8d7f5f
6902,124282,,,,1225 Sunnybrook Dr ,,,32154,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.1735712703403 41.77474265608669),67a1a0b7-f9a5-49a4-8370-24e0347f4e93
6903,124283,,,,15 N River Rd ,,,32844,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.17560862247474 41.774631641648675),956b7939-f27d-401a-a112-7124ef990531
6904,124284,,,,1212 Sunnybrook Dr ,,,31970,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.17278274707168 41.774469383137415),9d99b79e-d543-4b4a-9724-b0acaa6aae9a
6905,124285,,,,1416 Chestnut Ridge Dr ,,,33596,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.18111779218908 41.77440295488867),0ba7d51f-f5e0-4389-a9b8-3c962975e646
6906,124286,,,,21 N Whispering Hills Rd ,,,34352,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.18235319679874 41.77447724888639),870a2d59-50a6-4ffe-9da1-e9e42835ebbe
6907,124287,,,,85 Claremont Dr ,,,32032,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.17052351158154 41.77429937716301),99192b55-df7a-435d-a67d-deae89b3b0ed
6908,124288,,,,1347 Sunnybrook Dr ,,,32860,,True,True,Private,Private,,20100421102746,Esri,POINT (-88.17739472303877 41.77421331620136),99f58c9a-6843-497a-b4af-556655660bcb
